url,title,channel,decision,total_score,visual_quality_score,audio_quality_score,context_score,reject_reasons
https://www.youtube.com/watch?v=8Ax26bhTBM4,La mejor camara para Streaming y podcast || GUIA 2025,Martin De Iuliis,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=SimBGCewqHs,Las 5 MEJORES Webcams Para Streaming en 2025/2026!,TiltEdward,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=imYBX3EfJ2w,La mejor webcam 4k BBB para streaming y creación de contenido? Emeet S600 vs Logitech c920,CaroKokoGG,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=ecAe6lheTOA,La Mejor Webcam Barata Para Streamers,Duodedos,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
https://www.youtube.com/watch?v=PPg0fBniLTQ,Las Mejores Webcams 4K para 2026 (Baratas VS Pros),Gallardo Reviews,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:letra
https://www.youtube.com/watch?v=2iP3xPX2Iww,Las 5 Mejores Webcams Para Streaming 2026 | Calidad-Precio en Mercado Libre,La Mejor Opción ,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=fd-ApV6WZzI,¿Cómo conectar mi cámara al celular para transmitir en vivo con - DOMO STREAM?,Kerigma Films,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
https://www.youtube.com/watch?v=LEoQyiDObx4,🔴 Convierte  tu CELULAR en una 📱WEBCAM ► Y envía a OBS Studio 2024,"Luces, Cámara, Aprendo",reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=Sm_N7WYpofQ,NAHIR GALARZA: la entrevista desde la cárcel de Paraná con NATI JOTA Y PAULO KABLAN,OLGA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=6ohZOktxMoY,Dante Gebel en #LuisNovaresioEntrevista | Programa Completo (22/04/26),A24com,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=qs1PovHocmU,"Yo, la reina del boliche, por Mauro Szeta - Telefe Noticias",Telefe Noticias,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=zcasomU6Ios,"""Mato al chorro, mato al juez"" ENTREVISTA COMPLETA ORIGINAL.",Sentidos Audiovisuales,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
https://www.youtube.com/watch?v=Xmh0vaJqFr8,Pablo Martínez en Saber Ver (03/09/2013),Saber Ver,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
https://www.youtube.com/watch?v=ww-qZNwQ1pM,Jaime Bayly en #LuisNovaresioEntrevista | Programa completo (07/05/26),A24com,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=EDgo3YXY4KE,Hacer visible lo invisible | Elena Santa Cruz | TEDxUBA,TEDx Talks,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=jRjwpxtrgCc,How to Show Up FIRST on YouTube Search,Think Media,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=1uO-x8Q34mE,¿Cómo nuestra imagen nos puede movilizar? | Analia Polasek | TEDxEldorado,TEDx Talks,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=v6lAF8Ep73Q,13 Misterios de Buenos Aires que te dejarán sin palabras,Ecos del Pasado Argentino: Recuerdo con nostalgia,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:compilado
https://www.youtube.com/watch?v=tr21Srpn9Gg,"González y el video viral: ""Jamás me reí de Clorinda""",Noticias Formosa,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=IFgPzdWO_wU,Aprende a crear contenido para ser VIRAL en redes sociales,converzzo,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=KbYBZn7jw9I,El cuidado de lo invisible | Gabriel Heras | TEDxValladolid,TEDx Talks,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=Ni0bRe4_DOI,La historia de Hidrolit: ¿Qué tiene que pasar para que una empresa valga 100 millones de dólares?,Construyendo Negocios,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=Dv8ktyDa-xk,SE HIZO VIRAL: La mujer que habla igual a Cristina Kirchner,eltrece,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
https://www.youtube.com/watch?v=EKW-1CA4e6o,Este reportero se dio un buen viaje durante una nota | El Mundial Qué Importa,Imagen Noticias,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
https://www.youtube.com/watch?v=Lf6Qh-iWlT0,😱ILLOJUAN reacciona  a JORDI WILD hablando CATALÁN en la TELE✨,TrendClips,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
https://www.youtube.com/watch?v=MGOOML1CVIc,Tokio Hotel Hablando Español,Vanesa Cortes,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
https://www.youtube.com/watch?v=hDaKf8icuhs,Georgina Rodríguez confiesa cómo se enamoró de Cristiano Ronaldo - El Hormiguero,Antena 3,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
https://www.youtube.com/watch?v=1m3DT0DcA-g,"¡Donald Trump, nuevo presidente de Estados Unidos, visitó Showmatch!",eltrece,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
https://www.youtube.com/watch?v=BkF_mtwa02g,Entro a supermercados argentinos hablando CHINO (reacciones increíbles),Un Topo por el Mundo,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=q_26k18E3FE,Me entrevistó Univisión por imitar varios acentos en Español | Marianna Girgenti,Marianna Girgenti,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
https://www.youtube.com/watch?v=FpKfNqDYei8,"""Tango. La música que el tiempo no ha borrado"" - Podcast #01 - Historia de un encuentro rioplatense",Chino Soto Lozano - Locutor,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
https://www.youtube.com/watch?v=1tdOI0X0phE,Así era el acento porteño en los años '90 en Argentina,GLH HaxBall,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
https://www.youtube.com/watch?v=1bhYeJkJdck,"Historia Argentina - Cap 1, 2, 3 y 4",tijobrae2,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=KRNKHrYwWsI,Argentine Spanish: The Definitive Beginner's Guide (1 hr ),Spanish with Nico,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=X-O-hYI5zbQ,Mi Revolución (Cuatro Pesos de Propina) con Karen Medina - Episodio 23,Omitir Intro - Podcast,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=YRLdJ2tfklw,Peruano aprende lunfardo argentino | EP18T4,DESEMPLEADO,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=119ZXE9bmj8,"VINO COSCU, HABLAMOS CON GIORGIO ARMAS, PALPITANDO LOS 16AVOS (30/6)",Infobae,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=bacTwzcDN-A,Coscu le explicó a Marcelo por qué el streaming le ganó terreno a la televisión,Infobae,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=VPMzQVdlnAo,"ACTUALIDAD de KICK | ft Momo,Goncho,C0ker,Mernuel,Bananirou,JoacoLopez,NicoBianchix y ZZK7",Coscu TV,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_mayor_a_14400s
https://www.youtube.com/watch?v=qpG_BeBTvyk,"PREGUNTAS y RESPUESTAS con Nicolás Tagliafico, Leandro Paredes y Lautaro Martínez FT. DAVO y LACOBRA",Coscu,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=eFJ0LFjETkY,COSCU Y MOMO CON IBAI (CHARLA COMPLETA),Un Poco De Ibai,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=PRQEkiIWps0,Coscu Mete Un Bombazo Histórico Después De Probar Las Salsas Más Picantes Del Mundo,Terapia Picante,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=joBOvTkingw,SIN FILTRO con DARELL #02 | REAL G4 LIFE,Coscu,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=StHzTdAmojg,LA SESIÓN #1 de CARITO MÜLLER: SOBREVIVIR a tu propia MADRE y al MIEDO en casa | Sofi Calvo,HISPA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=muuroLTxgFA,"QUIÉN ES MICHELO, el influencer argentino que APOYA A NICOLÁS MADURO en Venezuela",CLARÍN,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
https://www.youtube.com/watch?v=U99sM7CrNv4,Jorgito Barrionuevo contó cómo ser influencer cambió su vida y la de su familia | #NacidosEnRedes,Infobae,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=D-9_xiGhESU,"""Me dicen PASTOR para bajarme el precio"" | Dante GEBEL con Pedro ROSEMBLAT",GELATINA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=p5HLZMvJC9w,Niños de Primaria Vs Influencers | Quién sabe mas?,Valen Ferreiro,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=MplhaoSvGgM,#PLP l ¿NICO NO ENTIENDE A LAS MUJERES? + NO TE OLVIDES DE VOS MISMA,LUZU TV,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=DV-xZkRXdtw,"""No somos amigos"": así es la relación de Flor Vigna y Nico Occhiato - PH Podemos Hablar",Telefe,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
https://www.youtube.com/watch?v=FKLwIcELszk,#PLP | LAS AVENTURAS DE EVITTA Y NOS PREOCUPA LO BAJA QUE ESTA LA VARA,LUZU TV,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=eD_Cikwcm28,#SEFUELARGA l ¿FERBO SEXTEA CON EL CHAT GPT? DOMPI ES REAL Y ¿EL PASADO SE CUENTA?,LUZU TV,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=1JnAhTj31zU,"#PATRIAYFAMILIA l ¿CAMI Y CRIS VANADÍA?, NACHITO SARALEGUI Y PROPUESTA DE CASAMIENTO EN VIVO",LUZU TV,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=CP6ECJy1nPM,Salud mental en Argentina | Luciano Grasso | Psicología Al Sur 🔱,NeuroClass,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=XUqrvbsTfck,"Cómo hablar: comunica, conecta, y hazte recordar | Adrià Solà Pastor | TEDxESIC University",TEDx Talks,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=kLPmJbeLAE8,La diferencia entre “Hablar” y “Comunicar” | LA COMUNICACIÓN ASERTIVA | Mario Alonso Puig,Mario Alonso Puig - Oficial,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=slogyR0ixGA,🇦🇷How to speak Argentinian Spanish🇦🇷 (English and Spanish subtitles),Español con Michelle B.,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=ZBKbJs5MBFE,"El poder del silencio. Mario Alonso Puig, cirujano, conferenciante y escritor.",AprendemosJuntos,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=G0izzumb2VY,INSTRUCCIÓN EN BASE A LAS COMPETENCIAS AERONÁUTICAS,Sociedad Argentina De Aviacion,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=pDiokJpk-6A,Mitre 327: Domicilio de un desaparecido | Franciso Andrés Flores | TEDxPlazaMoreno,TEDx Talks,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:musica
https://www.youtube.com/watch?v=1QBBAhRlcRY,Lucho con La Gente #152 - La Ex del Ex y Ex Ex,LuchoMellera,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=KuG-njpJAPk,"ANGUSTIAS, VERGÜENZAS y BASURA - Especial de Stand up - Lucas Lauriente",Lucas Lauriente,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=yQZxcE7a1zw,Roberto Moldavsky Restaurant y parejas 🍽❤,Roberto Moldavsky,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
https://www.youtube.com/watch?v=HMNh50sKDOE,Monólogo cómico,Lorena Fernández Sánchez,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
https://www.youtube.com/watch?v=gxZ9gl_qzog,ME ENGANCHÉ CON EL BASURERO,Connie Ballarini,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
https://www.youtube.com/watch?v=eFBtrMj5dBo,monologo Julieta Zaballa,mariela bedini,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=LNUgTDyzDbw,Piter Albeiro Dios creo la perfección en la mujer [ Noche de comedia ] Lo Mejor EstrellaTV,Lo Mejor de EstrellaTV,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
https://www.youtube.com/watch?v=X1rm8I2UT2Y,El histórico monólogo N° 2000 de Tato Bores - Planeta Tato Bores,Planeta Tato Bores,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=O6toa850Dso,"Cristian Castro: ""Soy de los cantantes latinos que se sienten más solos en el mundo"" | Caja Negra",Filo News,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=FgvjJ1AdOv0,"Tini: ""La inconsciencia me llevó siempre a hacer las cosas muy desde el corazón” | Caja Negra",Filo News,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=Ex6aodkFPZc,"YIYA MURANO - Martín Murano, el hijo | LA CRUDA #2 con MIGUE GRANADOS",OLGA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=EVQ33hIZkJo,GUARDAESPALDAS | LA CRUDA #23 con MIGUE GRANADOS,OLGA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=jS2LoXykaRw,TOC - Ro Vitale | LA CRUDA #1 con MIGUE GRANADOS,OLGA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=cArwXvz4sEg,ÍNTIMO: CHANO CHARPENTIER con MIGUE GRANADOS en OLGA | Entrevista Exclusiva,OLGA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=dhB-PN37oXM,MASACRE DE FLORES - Matías Bagnato | LA CRUDA #18 con MIGUE GRANADOS,OLGA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=zm49034Y7Zc,El Método Rebord #21 - Mario Pergolini,El Método Rebord,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=yIPAMuMbIyQ,"La amistad, la muerte y el paso del tiempo: 24 minutos de Dolina reflexionando",El Método Rebord,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=DW3fnTN2zy4,El Método Rebord #35 - Carlos Pagni,El Método Rebord,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=W2K1QIOpXoA,"MALVINAS ARGENTINAS HOY Y SIEMPRE en OLGA con Migue Granados, Lucas Fridman y Cami Perochena",OLGA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=qYwlqx-JLok,MESSI en OLGA con MIGUE GRANADOS: la NOTA COMPLETA en MIAMI,OLGA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=95oQDvbrV6c,"DE PAUL en OLGA: el CASI PICO con MESSI, la BANCA a ENZO FERNANDEZ y las LOCURAS del DIBU | 18/7",OLGA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=tddWEjxNauo,CA7RIEL & PACO AMOROSO en OLGA con MIGUE GRANADOS: ENTREVISTA EXCLUSIVA,OLGA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=jEEahJU8_jg,#NADIEDICENADA l ¿NOS COMPRAN UNA CAMISA PARA MARCOS? EXPERTOS EN MIMITOS Y ¿CHAU NAVE?,LUZU TV,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=HJx3EsSuGl4,"#PLP l CAZZU: ""MI VIDA CAMBIÓ DE LA NOCHE A LA MAÑANA""",LUZU TV,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=nqI_6U4kUxc,#NADIEDICENADA | TODO SOBRE EL ANTEL ARENA Y NOS VISITA HABLANDO HUEVADAS: ¿NOS VAMOS A PERÚ?,LUZU TV,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=ZiajCS7Y-1k,#NADIEDICENADA | RISAS ASEGURADAS CON MARLEY Y FLOR PEÑA Y ¿MOMI SE HACE PIS EN VIVO?,LUZU TV,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=nK1-Zn3LZfQ,#NADIEDICENADA | DÍA HISTÓRICO: ROSALÍA QUE MUJER ¿DEBATE SI ES TOXI O TIENE UN PUNTO?,LUZU TV,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=RgRQ9AONCJ0,"""No vi más a Charly García. Intenté lo que pude"": PIPO CIPOLATTI sobre LOS TWIST #TodoPasa",Urbana Play 104.3 FM,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=XLHm79eRtPI,Lizy Tagliani sobre la charla que tuvo con su hijo de 5 años a raíz del comentario 'MAMÁ ES UN VARÓN,Urbana Play 104.3 FM,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=KxjKmHD38wE,"Roxette llegó a la Argentina, oyentes cuentan su #UnaBuena, Santi Bilinkis sobre Claude #TodoPasa",Urbana Play 104.3 FM,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=ltp3UGqvlqQ,"""La justicia argentina es machista"": MAURO SZETA sobre el CASO AGOSTINA VEGA #TodoPasa",Urbana Play 104.3 FM,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=MnuIQ1uJokg,Hablemos de guita con Claudio Zuchovicki,Aprender de Grandes,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=zSIcMPX5KjA,Nico Occhiato y construir el canal de streaming más grande de habla hispana | Aprender de Grandes,Aprender de Grandes,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=bnGAijvSal0,Diego Pol y el hallazgo del dinosaurio más grande conocido hasta ahora,Aprender de Grandes,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok
https://www.youtube.com/watch?v=3r8cnVtv5GM,En el país de los piolas | José Nesis | TEDxRiodelaPlata,TEDx Talks,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=g6zBmBUOMhY,Zombies en la escuela | Juli Garbulsky | TEDxRiodelaPlata,TEDx Talks,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=W9AtwP_fklk,Tiempo: El festival de ideas de TEDxRíodelaPlata 2025 en VIVO,TEDxRiodelaPlata,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_mayor_a_14400s
https://www.youtube.com/watch?v=DC-OdcjzED0,La cancion que cada uno tiene adentro | Leonardo Oyola | TEDxRiodelaPlata,TEDx Talks,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:cancion
https://www.youtube.com/watch?v=tnJ7YS5x3EM,Salir de la cárcel | Andrea Casamento | TEDxRiodelaPlata,TEDx Talks,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=6EbfhQAw3Tc,Triaca y Moroni debatieron en la EEyN-UNSAM sobre el futuro del trabajo en Argentina,Escuela de Economía y Negocios - UNSAM,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=_9njPXc9BWw,Carlos Pagni en la UNSAM,UNSAM National University of San Martín Argentina,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=SS6C0SQNqi0,Conferencia de Veena Das en UNSAM: ‘Políticas de la vida cotidiana: memoria y presente’,UNSAM National University of San Martín Argentina,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples
https://www.youtube.com/watch?v=__SuyDVhvxk,Jacques Rancière en Argentina,UNSAM National University of San Martín Argentina,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s
