source_id,clip_id,clip_name,source_url,source_video_id,start_time,end_time,expected_duration,extracted_duration,alignment_confidence,clip_video_path,clip_audio_path,clip_video_gcs_path,clip_audio_gcs_path,has_audio,status,notes
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0019,clip_0019,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,192.659,203.63,10.32,10.971,high,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0019.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0019.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0019.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0019.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0021,clip_0021,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,214.92,222.74,10.32,7.82,medium,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0021.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0021.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0021.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0021.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0022,clip_0022,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,224.28,233.24,10.24,8.96,medium,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0022.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0022.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0022.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0022.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0028,clip_0028,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,284.7,295.97,10.28,11.27,medium,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0028.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0028.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0028.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0028.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0030,clip_0030,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,305.52,314.93,10.2,9.41,high,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0030.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0030.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0030.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0030.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0034,clip_0034,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,344.46,354.709,10.28,10.249,high,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0034.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0034.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0034.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0034.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0035,clip_0035,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,354.719,366.11,10.36,11.391,high,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0035.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0035.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0035.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0035.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0037,clip_0037,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,376.11,389.41,10.56,13.3,high,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0037.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0037.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0037.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0037.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0038,clip_0038,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,391.85,399.31,10.44,7.46,high,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0038.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0038.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0038.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0038.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0040,clip_0040,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,409.43,420.58,10.24,11.15,high,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0040.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0040.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0040.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0040.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0042,clip_0042,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,430.46,438.82,10.32,8.36,high,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0042.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0042.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0042.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0042.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0044,clip_0044,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,450.68,460.129,10.36,9.449,medium,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0044.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0044.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0044.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0044.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08::EL DIA QUE CASI MATO A MI TIO (Anécdota real)::clip_0045,clip_0045,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,Yqe3Z8zVS_A,460.139,470.329,10.16,10.19,high,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clips_with_audio/clip_0045.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/reconstructed_audio/clip_0045.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0045.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real/clip_0045.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0001,clip_0001,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,17.76,29.779,14.0,12.019,medium,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1/clips_with_audio/clip_0001.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1/reconstructed_audio/clip_0001.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1/clip_0001.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1/clip_0001.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0002,clip_0002,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,29.789,40.34,10.32,10.551,high,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1/clips_with_audio/clip_0002.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1/reconstructed_audio/clip_0002.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1/clip_0002.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1/clip_0002.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0003,clip_0003,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,42.899,46.91,4.92,4.011,medium,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1/clips_with_audio/clip_0003.mp4,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1/reconstructed_audio/clip_0003.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1/clip_0003.mp4,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1/clip_0003.wav,true,completed_reconstructed_audio,extracted_from_mapped_youtube_source
