source_id,clip_id,clip_name,large_text,turbo_text,cer,wer,length_ratio,status,notes
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0015,clip_0015,ponele que el partido era miércoles 24 y el lunes podíamos volar entonces era el lunes 22 martes,"mire, ponele que el partido era miércoles 24 y el lunes podíamos volar entonces era el lunes 22 lunes 22, martes 22",0.1771,0.2222,1.1771,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0019,clip_0019,"El lunes 22 de octubre. Cuando me llega la notificación de que compré un pasaje. Boludo, compré un pasaje en octubre.","El lunes 22 de octubre. Cuando me llega la notificación de que compré un pasaje. Boludo, compré un pasaje en octubre.",0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0020,clip_0020,"cagándose de risa, sos un pelotudo jajajaja, y Luciano me miraba y me decía, Lulo, el de la anécdota me decía, oh Brasil temporada baja, hermoso","Cagándose de risa. ¡Sos un pelotudo! Y Luciano me miraba y me decía Lulo, el de la anécdota. Me decía, oh Brasil, temporada baja, hermoso.",0.0652,0.0385,0.9348,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0025,clip_0025,"hacer el reclamo, denuncié que la tarjeta la había perdido, que me hicieron el pitching no sé qué mierda, cagándola","hacer el reclamo, denuncié que la tarjeta la había perdido, que me hicieron el pitching no sé qué mierda, cagándola",0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0026,clip_0026,"puteada de la hermana de Amílcar, le digo, Verónica, ¿cómo me vas a mandar un link de un pasaje en octubre cuando tengo que hablar en junio? Bueno,","puteada la hermana de Amílcar, le digo, Verónica, ¿cómo me vas a mandar un link de un pasaje en octubre cuando te voy a hablar en junio? Bueno,",0.0638,0.1429,0.9716,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0027,clip_0027,"Cuestión que, claro, no terminaba más Todos burlándose Bueno, tenían razón","cuestión que claro, no terminaba más, todos burlándose bueno, tenían razón",0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0029,clip_0029,tren amigo leo yo está todo bien pero en el gol tren no llegamos ni a palos ya y,tren amigo yo está todo bien pero en el gol tren no llegamos ni a palo o sea y,0.1,0.2105,0.975,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0030,clip_0030,"re incómodo, hacemos 10 horas de viaje y tenemos que operar de la columna",re incómodo. Hacemos 10 horas de viaje y tenemos que operar de la columna,0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0031,clip_0031,"era a Río de Janeiro en un gol tren bueno, y se va discutiendo en cuál vamos bueno, a ver quién se sube, éramos a Milka","Era a Río de Janeiro en un gol tren Bueno, y será discutiendo en cuál vamos Bueno, a ver quién se sube Éramos a Milka",0.0259,0.0769,0.9914,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0038,clip_0038,demás. Juancito dice yo pongo el auto. Juancito tiene un 580. Auto muy lindo para que anden dos personas porque es,demás juancito dice yo pongo el auto juancito tiene un 580 auto muy lindo para que anden dos personas,0.0901,0.0952,0.9099,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0042,clip_0042,la cobas así claro que es lo que pasa cuando vos vas adentro de un huevo con,"a la que vos vas, así, claro ¿qué es lo que pasa? cuando vos vas adentro de un huevo con",0.1447,0.2941,1.1053,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0043,clip_0043,ruedas podés ir entre un huevo con ruedas durante ocho horas no 34 36 nunca lo,ruedas podéis ir entre un huevo con ruedas durante ocho horas no 34 36 nunca lo,0.0128,0.0625,1.0128,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0044,clip_0044,pensamos o sea agarramos claro o sea que ese auto era un creador de mochilas estilo cusco,pensamos o sea agarramos claro o sea ese auto era un creador de mochilas estilo coscu,0.0674,0.1176,0.9551,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0045,clip_0045,"O sea, salías de ahí y tenías tu propia mochila. Un viaje, una mochila. Agarro, digo","O sea, salías de ahí y tenías tu propia mochila. Un viaje, una mochila. Agarro...",0.0633,0.0625,0.9367,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0046,clip_0046,bueno a todo esto acá es donde se empieza a poner linda la cosa para,"bueno, a todo esto acá es donde se empieza a poner linda la cosa para",0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0047,clip_0047,ustedes para nosotros nefasta porque empezamos a buscar quién iba a ocupar el lugar de amilcar,para nosotros nefasta porque empezamos a buscar quién iba a ocupar el lugar de amilcar,0.0851,0.0625,0.9149,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0048,clip_0048,"Para bajar los costos del viaje Y Juancito dice Mi primo se quiere sumar Bueno, está bien","para bajar los costos del viaje. Y Juancito dice, mi primo se quiere sumar. Bueno, está bien, Diego.",0.0682,0.0588,1.0682,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0052,clip_0052,¿Cómo se llama? Alan creo que se llamaba. Me olvidé el nombre porque terminé tan,¿Cómo se llama? Alan creo que se llamaba. Me olvidé el nombre porque terminé tan,0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0053,clip_0053,Pero tan encabronado con ese chabón,encabronado con ese chabón que,0.3714,0.5,0.8571,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0054,clip_0054,lo aborrecí cuestión que el loco dice bueno viene a la no sé qué bueno escúchame todos buscando un gps bueno,"lo aborrecí. Cuestión que el loco dice, bueno, viene Alan no sé qué. Bueno, escúchame, todos buscando un gps. Bueno,",0.0185,0.0952,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0055,clip_0055,"escuchá, me vamos con GPS a ver quién tiene un GPS. Y salta, armamos un grupito.",escucharme vamos con gps a ver que tiene un gps y salta armamos un grupito,0.0658,0.1875,0.9737,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0057,clip_0057,todo esto luciano que ya había ido a san pablo a ver a los estudiantes por la,todo esto luciano que ya había ido a san pablo a ver a los estudiantes por la,0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0058,clip_0058,copa libertadores es ese tipo alarmista que decía yo le voy a aclarar una cosa,"Copa Libertadores, es ese tipo alarmista que decía, yo les voy a aclarar una cosa.",0.0128,0.0667,1.0128,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0059,clip_0059,"O sea, si vamos en auto hay que tener mucho cuidado en San Pablo. En San Pablo te violan, te matan, violan el cadáver, después desaparecen el cadáver, vuelven a...","O sea, si vamos en auto hay que tener mucho cuidado en San Pablo. En San Pablo te violan, te matan, violan el cadáver, después desaparecen el cadáver, vuelven a...",0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0060,clip_0060,violarlo una vez que está en el basurero entonces si empezó a meter miedo desde,"a violarlo una vez que está en el basurero. Entonces voy a decir, empezó a meter miedo desde",0.1519,0.2667,1.1392,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0061,clip_0061,"arranque, entonces ya San Pablo era como si estamos pasando por el","de arranque, entonces ya San Pablo era como si estamos pasando por el",0.0462,0.0833,1.0462,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0062,clip_0062,"infierno, el umbral del infierno es San Pablo entonces le digo, no creo que sea tan","infierno, el umbral del infierno a San Pablo entonces le digo, no creo que sea tan",0.0247,0.0625,0.9877,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0063,clip_0063,la evolución o sea me metí en google street lo veo las autopistas que vamos a agarrar,grave ilusión o sea me metí en google street lo veo las autopistas que vamos a agarrar,0.0706,0.1176,1.0118,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0064,clip_0064,"no, no, eso es terrible, hay que tener mucho cuidado y que esto que el otro, entonces","no, no, eso es terrible, hay que tener mucho cuidado y que esto que el otro, entonces",0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0065,clip_0065,Lucía no pone en el grupo actualizar el GPS porque hicieron autopistas nuevas,"Luciano pone en el grupo, actualiza el GPS porque hicieron autopistas nuevas",0.039,0.2308,0.974,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0066,clip_0066,que no están en el viejo en el mapa que te viene con ese gps si dice el chabón yo lo,"que no están en el viejo en el mapa que te viene con ese GPS. Sí, dice el chabón, yo lo",0.0119,0.0476,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0069,clip_0069,ir en ese auto no podía ir a capital le volaba la cabeza a cualquiera más lo,ir en ese auto no podía ir a capital le volaba la cabeza cualquiera porque hacía,0.1711,0.1765,1.0526,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0070,clip_0070,tenía medio pistero entonces lo dejó dejó mi auto en la casa de mi ex en núñez y,tenía medio pistero entonces lo dejo dejo mi auto en la casa de mi ex en núñez y,0.025,0.1111,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0071,clip_0071,"todos salíamos desde Puente Saavedra, que estábamos ahí nomás. Bueno, Lulú y yo nos","todos salíamos desde Puente Saavedra, que estábamos ahí nomás. Bueno, Lulu y yo nos",0.0125,0.0714,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0072,clip_0072,vamos desde la plata y alan y juancito que eran de juancito de lanús y alan de cap de san isidro nos encontraba un punto,vamos desde la plata y alan y juancito que eran de juancito de lanús y alan de san isidro nos encontramos,0.15,0.2,0.875,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0074,clip_0074,"A ver, caemos, qué sé yo Dice, bueno, en esa época yo estaba más trastornado",saber caemos que se yo dice bueno en esa época yo estaba más trastornado,0.0694,0.2667,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0075,clip_0075,que ahora era todo el tiempo era Nashi Nashi Nashi,"que ahora era todo el tiempo, todo el tiempo era nasi, nasi, nasi",0.36,0.6,1.24,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0076,clip_0076,así entonces bueno llegamos cada uno se había armado su bolsito traemos plata traemos,"Entonces bueno, llegamos, cada uno se había armado su bolsito, traemos plata, traemos",0.0471,0.0714,0.9529,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0078,clip_0078,"subir al auto, Kai nos presenta la primera vez que veíamos al Alan real.","subir al auto, Kai nos presenta la primera vez que veíamos al Alan Real",0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0079,clip_0079,próximamente llamado camión de basura. Todo el trayecto se llamó camión de,"Próximamente, llamado camión de basura. Todo el trayecto se llamó camión de basura.",0.0959,0.0833,1.0959,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0081,clip_0081,"estratégico que pasó, o sea, pasó algo que quebró el viaje, a lo cual yo lo apodé",estratégico que pasó o sea pasó algo que quebró el viaje a lo cual yo lo apodé,0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0082,clip_0082,camión de basura y se lo dije o sea después de que se puso re turbio pero,camión de basura y se lo dije o sea después de que se puso returio pero,0.0274,0.1176,0.9726,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0083,clip_0083,"ahora es Alan, después va a ser el camión de basura entonces agarro, nos subimos y","ahora es Alan, después va a ser el camión de basura entonces agarro, nos subimos",0.025,0.0625,0.975,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0084,clip_0084,"cae Alan y dice, no yo traje un tupper con unos sanguchitos que preparó mi mamá",cae Alan y dice no yo traje un tupper con unos sanguchitos que preparó mi mamá,0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0085,clip_0085,Es para que lleguemos más o menos hasta Uruguay Puerta con Brasil y podamos,es para que lleguemos más o menos hasta Uruguay Puerta con Brasil y podamos,0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0086,clip_0086,"con esto tenemos que llegar, el chabón sacó un tupper con, no sé, había, ponele","Con esto tenemos que llegar, el chabón sacó un tupper Con, no sé, había, ponele",0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0089,clip_0089,adentro de un tupper guarda un gorrito de Argentina. Entonces el chabón lo veo que viene con un tupper de comida y un,"adentro de un tupper, guarda un gorrito de Argentina. Entonces el chabón lo veo que viene con un tupper de comida y un",0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0090,clip_0090,"tupper con un gorrito adentro. Entonces Juancito le dice, escuchame, hay un gorro adentro del tupper.","un tupper con un gorro adentro. Entonces Juancito le dice, escuchame, hay un gorro adentro del tupper.",0.0515,0.125,1.0103,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0092,clip_0092,así para que no agarre olor.,"así, para que no agarre olor bueno",0.2222,0.1667,1.2222,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0093,clip_0093,"Lo que era para que no haga reloj, amigos, era una cámara al vacío de caca.","Lo que era para que no haga reolor, amigos, era una cámara al vacío de caca.",0.0278,0.0625,1.0139,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0094,clip_0094,"O sea, era como tener un sorete, guardarlo en un tupper y decir ¿Hay olor a caca todo el año?","O sea, era como tener un sorete, guardarlo en un tupper y decir ¿Hay olor a caca todo el año?",0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0095,clip_0095,de caca o sea está perder gorrito con caca entonces lo que no nunca,de caca o sea tupper de gorrito con caca entonces lo que no nunca,0.0896,0.1429,0.9701,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0096,clip_0096,"abrimos el tupper. O sea, hasta no llegar a Brasil no sabíamos de esto. Deja el tupper","Abrimos el tupper. O sea, hasta no llegar a Brasil No sabíamos de esto. Deja el tupper",0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0098,clip_0098,subimos a Panamericana hablando de las reglas de convivencia y demás,subimos a panamericana hablando de las reglas de convivencia y demás y que,0.0882,0.1818,1.0882,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0099,clip_0099,"esto que lo otro, bueno, entonces bueno estábamos ahí en el viaje, arrancamos","toque lo otro, bueno, entonces bueno estábamos ahí en el viaje, arrancamos",0.0405,0.1538,0.9595,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0100,clip_0100,"sumo a Panamericana, sí, no, porque muchachos, cuidemos el auto, cuidemos esto","suma Panamericana, si no, porque muchachos, cuidemos el auto, cuidemos esto",0.0411,0.25,0.9726,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0101,clip_0101,"No hagamos cagadas, nos van a detener en Brasil Si no, no te voy a hablar, Brasil, bueno","no hagamos cagadas, nos van a detener en Brasil, si no, no te lo habrá Brasil, bueno.",0.0833,0.1667,0.9524,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0102,clip_0102,"Lulo hablando de San Pablo Lulo hablaba de San Pablo, todo lo que era, era San","Lulo hablando de San Pablo Lulo hablaba de San Pablo, todo lo que era era San",0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0105,clip_0105,violar no nos vamos a morir y no iban a vender los órganos ya está amigo no,violar no nos vamos a morir y no iban a vender los órganos ya está amigo no,0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0107,clip_0107,todos que que nadie quiere tener una losa mala todavía ni salimos de buenos,todos que que nadie quiere tener una losa mala todavía ni salimos de buenos,0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0111,clip_0111,casquito por arriba de la ventana del,casquito por arriba de la ventana,0.1081,0.1429,0.8919,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0112,clip_0112,"Sale el casquito volando Claro, atrás venía un auto Yo como un","sale el casquito volando claro, atrás venía un auto",0.1803,0.25,0.8197,computed,
