titulo,clip,estado,ratio_deteccion,n_frames,texto
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0033,ok,1.000,208,eramos 3 economicamente era era inviable porque estabamos si ibamos 4 dividiamos entre todos era menos plata entre nafta y demas
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0034,ok,1.000,162,juancito dice yo pongo el auto juancito tiene un 580 auto muy lindo para que anden dos personas porque es comun smart
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0035,ok,0.875,212,pero atras lo que nadie nos dijo es que el que va atras o sea el que va atras del 580 ponenle esta es la butaca de una la butaca es un auto normal
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0036,ok,0.914,175,la butaca del 580 o sea esta es la butaca del 580 y esta es la postura de las gobas asi claro que es lo que pasa
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0037,ok,1.000,182,cuando vos vas adentro de un huevo con ruedas podes ir adentro de un huevo con ruedas durante 8 horas no 34 36
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0038,ok,1.000,262,nunca lo pensamos o sea agarramos claro o sea ese auto era un creador de mochilas estilo coscu o sea salias de ahi tenias tu propia mochila
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0039,ok,0.988,212,un viaje una mochila agarro digo bueno a todo esto aca es donde se empieza a poner linda la cosa para ustedes para nosotros nafta
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0040,ok,1.000,112,porque empezamos a buscar quien iba a ocupar el lugar de a milcar para bajar los costos del viaje
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0041,ok,1.000,188,y juancito dice mi primo se quiere sumar bueno esta bien que onda tu primo miralio juancito es un viaje de 36 horas nosotros nos conocemos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0042,ok,1.000,252,podemos viajar pero a este chavon no lo conocemos o sea nada de recopado es un genio buena onda el chavon viola bueno como se llama alan creo que se llama
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0043,ok,1.000,155,me olvide el nombre porque termine tan pero tan encabronado con ese chavon que lo aborre si
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0044,ok,1.000,175,pues tiene un que es loco dice bueno viene alan no se que bueno escuchadme todos buscando un gps bueno escuchadme vamos con gps
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0045,ok,1.000,250,a ver quien tiene un gps y salta armamos un grupito y salta y dice no yo tengo gps bueno a todo esto luciano que ya habia ido a san pablo a ver a los estudiantes
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0046,ok,1.000,175,por la copa de libertadores es ese tipo alarmista que decia yo les voy a aclarar una cosa si vamos en auto hay que tener mucho cuidado en san pablo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0047,ok,1.000,175,en san pablo te violan te matan violan el cadaver despues desaparecen el cadaver vuelven a violarlo una vez que estan el basurero
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0048,ok,1.000,175,entonces voy a decir empezo a meter miedo desde la arranca entonces ya san pablo era como decir estamos pasando por el infierno el umbral del infierno a san pablo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0049,ok,1.000,175,entonces le digo no creo que sea tan grave luciano o sea me meti en google street lo veo las autopistas que vamos a agarrar no no eso es terrible
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0050,ok,1.000,125,hay que tener mucho cuidado y que esto que es otro entonces luciano pone en el grupo actualizar el gps
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0051,ok,1.000,150,porque hicieron autopistas nuevas que no estan en el viejo en el mapa que te viene con ese gps
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0052,ok,0.992,200,si dice el chamon yo lo actualizo bueno cuestion que nos encontramos yo agarro no tenia el gol tren mentira tenia un gol power 3 puertas
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0053,ok,1.000,150,que tenia escape silem que sonaba o sea ir en ese auto no podia ir a capital le volaba la cabeza a cualquiera porque asi ha
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0054,ok,0.988,200,lo tenia medio pistelo entonces lo dejo mi auto en la casa de mi ex en nuñez y todos saliamos desde puentes avedra que estaba muy nomas
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0055,ok,1.000,275,bueno luluyo nos vamos desde la plata y alan y juancito que eran de juancito de lanuz y alan de san isidro nos encontramos en punto medio que era ahi punto de puentes avedra
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0056,ok,1.000,150,caemos que es eso dice bueno en esa epoca yo estaba mas trastornado que ahora era todo el tiempo todo el tiempo era
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0057,ok,1.000,175,entonces bueno llegamos cada uno se habia armado su bolsito traemos plata traemos esto traemos el otro cuando estabamos en
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0058,ok,1.000,200,por subirnos al auto nos vamos a subir al auto cain nos presenta la primera vez que veiamos a alan real proximamente llamado camion de basura
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0059,ok,1.000,250,todo el trayecto se llamo camion de basura despues de algo estrategico que paso o sea paso algo que quebro el viaje a lo cual yo lo apode el camion de basura
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0060,ok,1.000,150,y se lo dije o sea despues del viaje se puso returbo pero ahora es alan despues va a ser el camion de basura
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0061,ok,0.975,200,entonces agarro nos subimos y cae a alan y dice no yo trajo un tapper con unos anguchitos que preparo mi mama es para que lleguemos mas o menos a turuguay
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0062,ok,1.000,200,puerta con brasil y podamos con esto tenemos que llegar el chavon saco un tapper con no se habia bonelle 12 sanguchitos de pan lagdal
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0063,ok,1.000,200,bueno que esto que es el otro y adentro de un tapper que persona escuchen esto que persona adentro de un tapper guarda un gorrito de argentina
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0064,ok,0.883,100,entonces el chavon lo que viene con el tapper de comida y un tapper con un gorrito adentro
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0065,ok,1.000,125,entonces juancito le dice por que escuchas hay un gorro adentro del tapper
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0066,ok,1.000,125,asi es el gorro de cabala que utilizo yo nunca lo la ves y por que lo tenes adentro del tapper
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0067,ok,1.000,75,no no porque lo cuido asi para que no agarre olor
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0068,ok,0.983,100,bueno lo que era para que no agarre olor amigos era una camara al vacio de caca
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0069,ok,1.000,150,o sea era como tener un sorete guardarlo en un tapper y decir hay olor a caca todo el año
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0070,ok,1.000,75,tapper de caca o sea tapper de gorrito con caca
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0071,ok,1.000,100,entonces lo que nunca lo abrimos el tapper o sea hasta no llegar a brasil no sabiamos de esto
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0072,ok,1.000,100,deja el tapper con el gorro que el gorro tenia no se 10 años
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0073,ok,1.000,150,habia el tapper con comida bueno subimos a panamericana hablando de las reglas de convivencia y demas
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0074,ok,1.000,125,y que esto que es lo otro bueno entonces bueno estabamos ahi en el viaje arrancamos y vamos a panamericana
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0075,ok,1.000,125,si no porque los muchachos cuidemos el auto cuidemos esto no hagamos cagada nos van a detener en brasil
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0076,ok,1.000,125,sino no no te lo hablas brasil bueno lulo hablando de san pablo lulo hablaba de san pablo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0077,ok,1.000,75,todo lo que era era san pablo hay que tener cuidado en san pablo menos mal que actualizate el gpc
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0078,ok,1.000,125,porque en san pablo y en san pablo y en san pablo y en san pablo y digo luciano no quiero escucharte mas hablar de san pablo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0079,ok,1.000,125,ya sabemos que en san pablo nos van a coger violar nos vamos a morir y nos van a vender los organos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0080,ok,1.000,125,ya esta amigo no me estas mas miedo el viaje recien empieza nos hace tomar una loza mala a todos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0081,ok,1.000,100,que nadie quiere tener una loza mala todavia ni salimos de buenos aires
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0082,ok,1.000,100,bueno no yo aviso porque bueno esto terminan estabamos yendo a la autopista
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0083,ok,0.847,125,entonces juancito agarra pues me pone el mas fuerte yo me vuelvo loco y encuentro un casquito de obrero
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0084,ok,0.933,93,y estaba el techo abierto y agarre tire el casquito por arriba del ca
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0085,ok,0.967,125,ahora si pa tiro el casquito por arriba del del la ventana del auto
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0086,ok,0.989,75,sale el casquito volando claro atras venia un auto yo con un tarado
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0087,ok,1.000,75,el casquito pa le pega en el parabrisa
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0088,ok,1.000,100,y loco se nos pone el lado y nos dice usted esta enfermo que no se que bueno juancito me dice
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0089,ok,1.000,100,eguero no podemos arrancar el viaje asi tiraste un casquito en panamericana
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0090,ok,1.000,125,o sea amigo aparte de ese casco yo lo uso en el trabajo o sea no podemos arrancar el viaje asi
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0091,ok,1.000,150,bueno a todo esto el pisione dice yo tengo hambre bueno bueno que es para comer frenar a comer algo no frenar a comer algo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0092,ok,1.000,175,yo le digo no agarra el taper de los sandwiches no pero y ahi empezo el niño racionador ahi alan dice no no no estos sandwiches son como
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0093,ok,1.000,100,para llegar a la frontera con brasil el en su cabeza imaginaba que esos sandwiches van a llegar a la frontera y asi
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0094,ok,1.000,75,bueno no comemos la mitad y despues la otra mitad la comemos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0095,ok,1.000,100,amigo cuestion que no habiamos salido de buenos aires que ya no quedaba un sandwiches
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0096,ok,1.000,200,nos habiamos comido todos los sandwiches del taper y el chavon decia no porque vamos a preparar esto para todo el viaje no lo comimos todos eran las 2 de la mañana habiamos cenado todo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0097,ok,1.000,125,o sea ya pintaba para ser un viaje distinto entonces voy a empezar a mostrar imagenes de los personajes
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0098,descartado,0.433,125,este fue el viaje cuando comenzo aca lo tenemos a alan juancito y lulo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0099,descartado,0.000,0,estos eran los que ibamos en el auto adentro del 580 si
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0100,ok,0.893,112,no quiero perderme detalles porque la verdad es una anecdota muy larga porque fue un viaje extremadamente largo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0101,ok,0.986,175,cuestion que el viaje arranca pasamos sarate entramos uruguay lo que se acuerdan que lo que les decian era
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0102,ok,1.000,100,gente hagan el ingreso y hagan el egreso porque se comen una multa
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0103,ok,0.976,175,cuestion que pasamos uruguay no se por donde y pasamos bien no se ya en la salida todo bien entramos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0104,ok,1.000,150,se viene ese viaje egipto con pimpicompcom peseto y decidi no pagarlo con el dinero que yo uso mensualmente
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0105,ok,1.000,200,un amigo me recomendo una pagina llama binomocom es una pagina en la cual ustedes van a predecir cual es el valor de una moneda en determinado tiempo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0106,descartado,0.050,150,ustedes entran a esta pagina binomocom van a tener una cuenta real y una demo en la cual no corren riesgo si apuestan
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0107,descartado,0.000,0,y lo que tienen que hacer es una vez que ven la moneda y fluctuar
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0108,descartado,0.000,0,decir si va a subir mas que eso o menos que eso en 30 segundos o si va a bajar
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0109,descartado,0.000,0,pueden retirar el dinero de mil maneras diversas y no tiene comisiones
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0110,descartado,0.000,0,voy a hacer la primera puesta y voy a decir que va a bajar a partir de este punto
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0111,descartado,0.000,0,aposte 50 dolares gane gane no lo puedo creer
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0112,descartado,0.000,0,voy a realizar otra puesta y voy a predecir que sube ya
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0113,descartado,0.000,0,y ahi esta amigos otra vez acabo de ganar
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0114,descartado,0.671,118,uff estoy dulce de eso se trata binomo amigos y les dejo el link en la descripcion del video
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0115,ok,0.967,175,pasense a todo esto siempre recordandole el luciano diciendo que tenemos que entrar y que no se que el gps lo pone
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0116,ok,0.833,125,y el auto agarro por otro lado entonces claro lo que nosotros no queriamos entrar por no se donde
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0117,ok,0.900,90,que era que estaba toda la cola de argentino que tenias para pasar seis horas con el
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0118,ok,1.000,100,y pasamos por un lugar no pasaba nada
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0119,ok,1.000,75,todo esto durmiendo llegamos a la primer frontera
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0120,ok,1.000,150,pasamos todo bien todo esto sin dormir nos ibamos a turnar nos ibamos a turnar un tiempo adelante uno
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0121,ok,1.000,100,o sea eran parejitas juancito y yo adelante manejaba el o manejaba yo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0122,ok,0.911,150,y atras alan y luciano ir adelante era como el premio mayor o sea estaba era yo te juro que
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0123,ok,1.000,75,convenia pagar y viajar adelante y ir atras atras
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0124,ok,0.942,100,y vas en esta posicion amigos asi saben lo que es ir asi
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0125,ok,1.000,125,horas y horas y horas bueno ibamos de parejitas ibamos yendo para brasil
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0126,ok,1.000,125,nos dormimos los que obviamente el que iba adelante tenia que encargarse de que el conductor no se duerma
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0127,ok,0.990,175,acompañante tenia que despertar el conductor en un momento ibamos juancito y yo manejando y lulo atras con alan
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0128,ok,1.000,125,cuando estabamos manejando yo escucho que el que empezaba a ser el camion de basura
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0129,ok,0.858,100,empieza a ser ruidos y hace amigos les juro por mi mama
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0130,ok,1.000,75,por mi mama que el ruido del ronquido era este
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0131,ok,0.922,75,estaba asi y se dormia con esta cara
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0132,ok,1.000,100,amigos se lo juro no estoy exagerandolo en nada nada
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0133,ok,1.000,125,entonces yo lo miro a juancito y digo amigo bueno no avisaste de esto
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0134,ok,1.000,100,entonces dice si ya se va a haber problemas obvio que va a haber problemas
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0135,ok,1.000,75,y digo luciano duerme con esto yo no duermo con esto amigo
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0136,ok,1.000,75,me dice y vas a que bueno mira despues lo hablamos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0137,ok,1.000,100,pero no arranque mi viaje asi amigo recien vamos no se 700 kilometros
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0138,ok,1.000,75,si vamos 700 kilometros amigo el chavon ya se dormio y no deja dormir al resto
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0139,ok,1.000,100,digo vou escucharte como hace esto no es un ser humano es un camion de basura
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0140,ok,1.000,75,digo agarra pone la pala del camion de basura cuando esta compactando basura
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0141,ok,1.000,100,es mas inesuoso que esto y el chavon a ese parecia que se moria amigos
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0142,ok,1.000,175,asi ha y voy a decir se va a morir que pase algo o sea o que se muera
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0143,ok,1.000,75,o que se despierte pero que bueno a todo esto
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0144,ok,1.000,75,yo ya estaba o sea hasta ahi estaba bien porque yo iba adelante
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0145,ok,1.000,100,y todavia no me habia dormido en el tiempo que se habia dormido el
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0146,descartado,0.744,75,entonces bueno nada estabamos en viaje
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0147,ok,1.000,125,ya estabamos llegando a brasil en un momento se pone a manejar el camion de basura
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0148,ok,1.000,175,que decia no yo manejo perfecto soy fangio yo soy ayrton sena
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0149,ok,1.000,75,a todo esto todos nos mirabamos porque tenia una pinta de que era todo mentira
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0150,ok,1.000,150,cuestiona amigos que tenia un gps de pozos aparecio un pozo en el gps y el chavon a 140 al chincuechento
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0151,ok,0.975,100,10 metros entonces en un momento claro juancito que era el dueño del auto a rave decia
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0152,ok,1.000,100,boludo te estas comiendo todos los pozos vamos a reventar una cubierta
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0153,ok,1.000,125,o sea fijate esquivalo los pozos dice no no si pasa que si esquivaba o el se tenia que agarrar otro
ANCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0154,ok,1.000,125,dice amigos estoy viendo la ruta va rompe esto del auto estamos en el medio de la celva te da cuenta que aca no hay nada
