job_id,video_id,safe_video_id,part_index,part_count,job_kind,status,clips_eligible,main_clips,context_clips,estimated_chars,prompt_path,input_jsonl_path,raw_output_path,validated_path,applied_at,chat_url,error,updated_at
video_FhPgg2-hIDU__part_001,FhPgg2-hIDU,FhPgg2-hIDU,1,2,part,pending,82,82,3,108818,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_FhPgg2-hIDU__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_FhPgg2-hIDU__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_FhPgg2-hIDU__part_001_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_qEKPgqURvo0__part_004,qEKPgqURvo0,qEKPgqURvo0,4,5,part,pending,175,175,3,127506,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_004_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_004_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_qEKPgqURvo0__part_004_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_WMk6afYRfKM__part_004,WMk6afYRfKM,WMk6afYRfKM,4,5,part,pending,155,155,3,127967,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_004_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_004_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_WMk6afYRfKM__part_004_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_EKVYAG_I44g__part_001,EKVYAG_I44g,EKVYAG_I44g,1,2,part,pending,129,129,3,133612,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_EKVYAG_I44g__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_EKVYAG_I44g__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_EKVYAG_I44g__part_001_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_Z-t-GNlxpYc__part_003,Z-t-GNlxpYc,Z-t-GNlxpYc,3,4,part,pending,184,184,3,134199,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_Z-t-GNlxpYc__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_Z-t-GNlxpYc__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_Z-t-GNlxpYc__part_003_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_EuSM3LscaWI__part_002,EuSM3LscaWI,EuSM3LscaWI,2,3,part,pending,179,179,3,140670,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_EuSM3LscaWI__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_EuSM3LscaWI__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_EuSM3LscaWI__part_002_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_JixCyhEGE0A__part_002,JixCyhEGE0A,JixCyhEGE0A,2,3,part,pending,181,181,3,152947,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_JixCyhEGE0A__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_JixCyhEGE0A__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_JixCyhEGE0A__part_002_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_PRQEkiIWps0__part_001,PRQEkiIWps0,PRQEkiIWps0,1,2,part,pending,203,203,3,155803,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_PRQEkiIWps0__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_PRQEkiIWps0__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_PRQEkiIWps0__part_001_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_ChceWp7jwCA__part_002,ChceWp7jwCA,ChceWp7jwCA,2,5,part,pending,156,156,6,159176,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ChceWp7jwCA__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ChceWp7jwCA__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_ChceWp7jwCA__part_002_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_WMk6afYRfKM__part_003,WMk6afYRfKM,WMk6afYRfKM,3,5,part,pending,188,188,6,159190,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_WMk6afYRfKM__part_003_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_qEKPgqURvo0__part_000,qEKPgqURvo0,qEKPgqURvo0,0,5,part,pending,226,226,3,159227,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_qEKPgqURvo0__part_000_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_VpCoTQ9073o__part_001,VpCoTQ9073o,VpCoTQ9073o,1,3,part,pending,154,154,6,159282,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_VpCoTQ9073o__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_VpCoTQ9073o__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_VpCoTQ9073o__part_001_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_q94HfK07DjI__part_001,q94HfK07DjI,q94HfK07DjI,1,3,part,pending,220,220,6,159291,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_q94HfK07DjI__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_q94HfK07DjI__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_q94HfK07DjI__part_001_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_PRQEkiIWps0__part_000,PRQEkiIWps0,PRQEkiIWps0,0,2,part,pending,201,201,3,159302,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_PRQEkiIWps0__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_PRQEkiIWps0__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_PRQEkiIWps0__part_000_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_OrwtPwftIi4__part_000,OrwtPwftIi4,OrwtPwftIi4,0,5,part,pending,215,215,3,159304,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_OrwtPwftIi4__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_OrwtPwftIi4__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_OrwtPwftIi4__part_000_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_eqw0QM4A0oA__part_000,eqw0QM4A0oA,eqw0QM4A0oA,0,4,part,pending,192,192,3,159326,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_eqw0QM4A0oA__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_eqw0QM4A0oA__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_eqw0QM4A0oA__part_000_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_jgp8WZvtkWU__part_003,jgp8WZvtkWU,jgp8WZvtkWU,3,5,part,pending,206,206,6,159336,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_jgp8WZvtkWU__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_jgp8WZvtkWU__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_jgp8WZvtkWU__part_003_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_EuSM3LscaWI__part_001,EuSM3LscaWI,EuSM3LscaWI,1,3,part,pending,195,195,6,159365,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_EuSM3LscaWI__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_EuSM3LscaWI__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_EuSM3LscaWI__part_001_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_eqw0QM4A0oA__part_002,eqw0QM4A0oA,eqw0QM4A0oA,2,4,part,pending,182,182,6,159366,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_eqw0QM4A0oA__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_eqw0QM4A0oA__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_eqw0QM4A0oA__part_002_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_JixCyhEGE0A__part_000,JixCyhEGE0A,JixCyhEGE0A,0,3,part,pending,187,187,3,159367,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_JixCyhEGE0A__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_JixCyhEGE0A__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_JixCyhEGE0A__part_000_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_j4x2GC1Ztro__part_002,j4x2GC1Ztro,j4x2GC1Ztro,2,5,part,pending,187,187,6,159367,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_j4x2GC1Ztro__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_j4x2GC1Ztro__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_j4x2GC1Ztro__part_002_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_WMk6afYRfKM__part_000,WMk6afYRfKM,WMk6afYRfKM,0,5,part,pending,190,190,3,159374,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_WMk6afYRfKM__part_000_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_h3HtBhArO1Q__part_006,h3HtBhArO1Q,h3HtBhArO1Q,6,9,part,pending,197,197,6,159406,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_006_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_006_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_h3HtBhArO1Q__part_006_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_OrwtPwftIi4__part_001,OrwtPwftIi4,OrwtPwftIi4,1,5,part,pending,213,213,6,159423,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_OrwtPwftIi4__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_OrwtPwftIi4__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_OrwtPwftIi4__part_001_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_OrwtPwftIi4__part_003,OrwtPwftIi4,OrwtPwftIi4,3,5,part,pending,209,209,6,159442,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_OrwtPwftIi4__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_OrwtPwftIi4__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_OrwtPwftIi4__part_003_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_qEKPgqURvo0__part_002,qEKPgqURvo0,qEKPgqURvo0,2,5,part,pending,218,218,6,159445,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_qEKPgqURvo0__part_002_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_YYIVFA000BI__part_002,YYIVFA000BI,YYIVFA000BI,2,6,part,pending,224,224,6,159455,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_YYIVFA000BI__part_002_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_h3HtBhArO1Q__part_005,h3HtBhArO1Q,h3HtBhArO1Q,5,9,part,pending,197,197,6,159458,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_005_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_005_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_h3HtBhArO1Q__part_005_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_EuSM3LscaWI__part_000,EuSM3LscaWI,EuSM3LscaWI,0,3,part,pending,197,197,3,159465,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_EuSM3LscaWI__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_EuSM3LscaWI__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_EuSM3LscaWI__part_000_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_qEKPgqURvo0__part_003,qEKPgqURvo0,qEKPgqURvo0,3,5,part,pending,219,219,6,159480,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_qEKPgqURvo0__part_003_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_EKVYAG_I44g__part_000,EKVYAG_I44g,EKVYAG_I44g,0,2,part,pending,152,152,3,159524,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_EKVYAG_I44g__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_EKVYAG_I44g__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_EKVYAG_I44g__part_000_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_EhYznjqlcKY__part_000,EhYznjqlcKY,EhYznjqlcKY,0,3,part,pending,179,179,3,159526,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_EhYznjqlcKY__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_EhYznjqlcKY__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_EhYznjqlcKY__part_000_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_ChceWp7jwCA__part_001,ChceWp7jwCA,ChceWp7jwCA,1,5,part,pending,156,156,6,159539,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ChceWp7jwCA__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ChceWp7jwCA__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_ChceWp7jwCA__part_001_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_WMk6afYRfKM__part_001,WMk6afYRfKM,WMk6afYRfKM,1,5,part,pending,187,187,6,159550,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_WMk6afYRfKM__part_001_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_FhPgg2-hIDU__part_000,FhPgg2-hIDU,FhPgg2-hIDU,0,2,part,pending,121,121,3,159555,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_FhPgg2-hIDU__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_FhPgg2-hIDU__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_FhPgg2-hIDU__part_000_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_eqw0QM4A0oA__part_001,eqw0QM4A0oA,eqw0QM4A0oA,1,4,part,pending,188,188,6,159562,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_eqw0QM4A0oA__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_eqw0QM4A0oA__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_eqw0QM4A0oA__part_001_raw.jsonl,,,,,2026-07-08T13:53:31Z
