job_id,video_id,safe_video_id,part_index,part_count,job_kind,dataset_group,source_id,title,channel,source_url,clips_eligible,main_clips,context_clips,estimated_chars,prompt_path,input_jsonl_path,raw_output_path,status,created_at,notes
video_EuSM3LscaWI__part_002,EuSM3LscaWI,EuSM3LscaWI,2,3,part,argentina/new_discovery,nd__EuSM3LscaWI,Marcos Galperin | La vida del emprendedor | Aprender de Grandes #072,Aprender de Grandes,https://www.youtube.com/watch?v=EuSM3LscaWI,179,179,3,140670,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_EuSM3LscaWI__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_EuSM3LscaWI__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_EuSM3LscaWI__part_002_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_FhPgg2-hIDU__part_000,FhPgg2-hIDU,FhPgg2-hIDU,0,2,part,argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,ESTOY EN UN BROTE PERDON,f09,https://www.youtube.com/watch?v=FhPgg2-hIDU,121,121,3,159555,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_FhPgg2-hIDU__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_FhPgg2-hIDU__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_FhPgg2-hIDU__part_000_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_FhPgg2-hIDU__part_001,FhPgg2-hIDU,FhPgg2-hIDU,1,2,part,argentina/existing,f09__ESTOY_EN_UN_BROTE_PERDON,ESTOY EN UN BROTE PERDON,f09,https://www.youtube.com/watch?v=FhPgg2-hIDU,82,82,3,108818,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_FhPgg2-hIDU__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_FhPgg2-hIDU__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_FhPgg2-hIDU__part_001_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_ITovsJg-q5c__part_000,ITovsJg-q5c,ITovsJg-q5c,0,7,part,argentina/new_discovery,nd__ITovsJg-q5c,Cómo Amarse a uno Mismo y Tener Buena Salud Mental: Hábitos de Vida - Gabriel Rolón,Tengo un Plan,https://www.youtube.com/watch?v=ITovsJg-q5c,197,197,3,159580,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_ITovsJg-q5c__part_000_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_ITovsJg-q5c__part_001,ITovsJg-q5c,ITovsJg-q5c,1,7,part,argentina/new_discovery,nd__ITovsJg-q5c,Cómo Amarse a uno Mismo y Tener Buena Salud Mental: Hábitos de Vida - Gabriel Rolón,Tengo un Plan,https://www.youtube.com/watch?v=ITovsJg-q5c,208,208,6,159582,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_ITovsJg-q5c__part_001_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_ITovsJg-q5c__part_002,ITovsJg-q5c,ITovsJg-q5c,2,7,part,argentina/new_discovery,nd__ITovsJg-q5c,Cómo Amarse a uno Mismo y Tener Buena Salud Mental: Hábitos de Vida - Gabriel Rolón,Tengo un Plan,https://www.youtube.com/watch?v=ITovsJg-q5c,207,207,6,159978,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_ITovsJg-q5c__part_002_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_ITovsJg-q5c__part_003,ITovsJg-q5c,ITovsJg-q5c,3,7,part,argentina/new_discovery,nd__ITovsJg-q5c,Cómo Amarse a uno Mismo y Tener Buena Salud Mental: Hábitos de Vida - Gabriel Rolón,Tengo un Plan,https://www.youtube.com/watch?v=ITovsJg-q5c,205,205,6,159740,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_ITovsJg-q5c__part_003_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_ITovsJg-q5c__part_004,ITovsJg-q5c,ITovsJg-q5c,4,7,part,argentina/new_discovery,nd__ITovsJg-q5c,Cómo Amarse a uno Mismo y Tener Buena Salud Mental: Hábitos de Vida - Gabriel Rolón,Tengo un Plan,https://www.youtube.com/watch?v=ITovsJg-q5c,208,208,6,159971,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_004_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_004_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_ITovsJg-q5c__part_004_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_ITovsJg-q5c__part_005,ITovsJg-q5c,ITovsJg-q5c,5,7,part,argentina/new_discovery,nd__ITovsJg-q5c,Cómo Amarse a uno Mismo y Tener Buena Salud Mental: Hábitos de Vida - Gabriel Rolón,Tengo un Plan,https://www.youtube.com/watch?v=ITovsJg-q5c,204,204,6,159876,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_005_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_005_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_ITovsJg-q5c__part_005_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_ITovsJg-q5c__part_006,ITovsJg-q5c,ITovsJg-q5c,6,7,part,argentina/new_discovery,nd__ITovsJg-q5c,Cómo Amarse a uno Mismo y Tener Buena Salud Mental: Hábitos de Vida - Gabriel Rolón,Tengo un Plan,https://www.youtube.com/watch?v=ITovsJg-q5c,79,79,3,63359,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_006_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_006_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_ITovsJg-q5c__part_006_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_JixCyhEGE0A__part_000,JixCyhEGE0A,JixCyhEGE0A,0,3,part,argentina/new_discovery,nd__JixCyhEGE0A,Javier Milei en TN I Entrevista completa del 30/06/2024,Todo Noticias,https://www.youtube.com/watch?v=JixCyhEGE0A,187,187,3,159367,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_JixCyhEGE0A__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_JixCyhEGE0A__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_JixCyhEGE0A__part_000_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_JixCyhEGE0A__part_001,JixCyhEGE0A,JixCyhEGE0A,1,3,part,argentina/new_discovery,nd__JixCyhEGE0A,Javier Milei en TN I Entrevista completa del 30/06/2024,Todo Noticias,https://www.youtube.com/watch?v=JixCyhEGE0A,184,184,6,159910,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_JixCyhEGE0A__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_JixCyhEGE0A__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_JixCyhEGE0A__part_001_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_JixCyhEGE0A__part_002,JixCyhEGE0A,JixCyhEGE0A,2,3,part,argentina/new_discovery,nd__JixCyhEGE0A,Javier Milei en TN I Entrevista completa del 30/06/2024,Todo Noticias,https://www.youtube.com/watch?v=JixCyhEGE0A,181,181,3,152947,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_JixCyhEGE0A__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_JixCyhEGE0A__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_JixCyhEGE0A__part_002_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_OrwtPwftIi4__part_000,OrwtPwftIi4,OrwtPwftIi4,0,5,part,argentina/new_discovery,nd__OrwtPwftIi4,🎤 Curso de Oratoria con Daniel Colombo | 100% Práctico,Daniel Colombo,https://www.youtube.com/watch?v=OrwtPwftIi4,215,215,3,159304,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_OrwtPwftIi4__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_OrwtPwftIi4__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_OrwtPwftIi4__part_000_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_OrwtPwftIi4__part_001,OrwtPwftIi4,OrwtPwftIi4,1,5,part,argentina/new_discovery,nd__OrwtPwftIi4,🎤 Curso de Oratoria con Daniel Colombo | 100% Práctico,Daniel Colombo,https://www.youtube.com/watch?v=OrwtPwftIi4,213,213,6,159423,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_OrwtPwftIi4__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_OrwtPwftIi4__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_OrwtPwftIi4__part_001_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_OrwtPwftIi4__part_002,OrwtPwftIi4,OrwtPwftIi4,2,5,part,argentina/new_discovery,nd__OrwtPwftIi4,🎤 Curso de Oratoria con Daniel Colombo | 100% Práctico,Daniel Colombo,https://www.youtube.com/watch?v=OrwtPwftIi4,213,213,6,159789,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_OrwtPwftIi4__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_OrwtPwftIi4__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_OrwtPwftIi4__part_002_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_OrwtPwftIi4__part_003,OrwtPwftIi4,OrwtPwftIi4,3,5,part,argentina/new_discovery,nd__OrwtPwftIi4,🎤 Curso de Oratoria con Daniel Colombo | 100% Práctico,Daniel Colombo,https://www.youtube.com/watch?v=OrwtPwftIi4,209,209,6,159442,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_OrwtPwftIi4__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_OrwtPwftIi4__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_OrwtPwftIi4__part_003_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_OrwtPwftIi4__part_004,OrwtPwftIi4,OrwtPwftIi4,4,5,part,argentina/new_discovery,nd__OrwtPwftIi4,🎤 Curso de Oratoria con Daniel Colombo | 100% Práctico,Daniel Colombo,https://www.youtube.com/watch?v=OrwtPwftIi4,18,18,3,18434,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_OrwtPwftIi4__part_004_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_OrwtPwftIi4__part_004_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_OrwtPwftIi4__part_004_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_PRQEkiIWps0__part_000,PRQEkiIWps0,PRQEkiIWps0,0,2,part,argentina/new_discovery,nd__PRQEkiIWps0,Coscu Mete Un Bombazo Histórico Después De Probar Las Salsas Más Picantes Del Mundo,Terapia Picante,https://www.youtube.com/watch?v=PRQEkiIWps0,201,201,3,159302,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_PRQEkiIWps0__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_PRQEkiIWps0__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_PRQEkiIWps0__part_000_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_PRQEkiIWps0__part_001,PRQEkiIWps0,PRQEkiIWps0,1,2,part,argentina/new_discovery,nd__PRQEkiIWps0,Coscu Mete Un Bombazo Histórico Después De Probar Las Salsas Más Picantes Del Mundo,Terapia Picante,https://www.youtube.com/watch?v=PRQEkiIWps0,203,203,3,155803,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_PRQEkiIWps0__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_PRQEkiIWps0__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_PRQEkiIWps0__part_001_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_PyOSsNLEg4I,PyOSsNLEg4I,PyOSsNLEg4I,,1,full,argentina/existing,f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,https://www.youtube.com/watch?v=PyOSsNLEg4I,190,190,0,190578,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_PyOSsNLEg4I_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_PyOSsNLEg4I_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_PyOSsNLEg4I_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_R3f0x1IJvhI,R3f0x1IJvhI,R3f0x1IJvhI,,1,full,argentina/new_discovery,nd__R3f0x1IJvhI,"GUILLERMO FRANCELLA, UN LUJO COMO PRIMER INVITADO DE OTRO DÍA PERDIDO || ENTREVISTA COMPLETA",eltrece,https://www.youtube.com/watch?v=R3f0x1IJvhI,284,284,0,209624,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_R3f0x1IJvhI_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_R3f0x1IJvhI_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_R3f0x1IJvhI_raw.jsonl,pending,2026-07-08T13:53:31Z,
