source_id,clip_id,split,speaker,n_frames,source_raw_text,llm_raw_text,suggested_text,action,confidence,char_change_ratio,word_change_ratio,risk_flags,validation_flags,review_status,notes,video_path,video_exists,txt_path,txt_exists,txt_matches_source
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0020,val,f04,125,ahora solo me falta terminar el año ganando la velada enamorandome,ahora solo me falta terminar el año ganando la velada enamorandome,ahora solo me falta terminar el año ganando la velada enamorandome,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0020.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0020.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0021,val,f04,100,y eventualmente el año que viene planeando tener un hijo,y eventualmente el año que viene planeando tener un hijo,y eventualmente el año que viene planeando tener un hijo,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0021.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0021.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0022,val,f04,75,ya esta vida cumplida,ya esta vida cumplida,ya esta vida cumplida,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0022.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0022.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0023,val,f04,75,me doy vuelta el juego de la vida no quiero mas nada,me doy vuelta el juego de la vida no quiero mas nada,me doy vuelta el juego de la vida no quiero mas nada,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0023.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0023.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0024,val,f04,150,tres hijos tres o dos un chico y una chica un hijo y una hija minimo,tres hijos tres o dos un chico y una chica un hijo y una hija minimo,tres hijos tres o dos un chico y una chica un hijo y una hija minimo,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0024.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0024.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0025,val,f04,100,una novia que me ame que me valore que me quiera que me acompañe,una novia que me ame que me valore que me quiera que me acompañe,una novia que me ame que me valore que me quiera que me acompañe,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0025.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0025.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0026,val,f04,100,poder acompañarla yo que haga deporte pretensiones bajas no me importa lo demas,poder acompañarla yo que haga deporte pretensiones bajas no me importa lo demas,poder acompañarla yo que haga deporte pretensiones bajas no me importa lo demas,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0026.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0026.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0027,val,f04,75,que si el culo que es esto no me importa no me importa,que si el culo que es esto no me importa no me importa,que si el culo que es esto no me importa no me importa,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0027.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0027.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0028,val,f04,100,se tiene un culito lindo mejor mejor,se tiene un culito lindo mejor mejor,si tiene un culito lindo mejor mejor,corrected,0.95,0.0278,0.1429,insulto,,accept_correction,se tiene no funciona en contexto condicional,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0028.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0028.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0029,val,f04,75,pero yo prefiero que haga deporte que tenga culo,pero yo prefiero que haga deporte que tenga culo,pero yo prefiero que haga deporte que tenga culo,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0029.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0029.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0030,val,f04,75,el culo un año y te cansas te da igual,el culo un año y te cansas te da igual,el culo un año y te cansas te da igual,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0030.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0030.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0031,val,f04,75,pero que haga deporte ir a verla imaginante que juega el futbol,pero que haga deporte ir a verla imaginante que juega el futbol,pero que haga deporte ir a verla imaginate que juega el futbol,corrected,0.98,0.008,0.0833,,,accept_correction,imaginante es error evidente por imaginate,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0031.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0031.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0032,val,f04,100,que juega el hockey la vas a ver gritar los goles la bancas,que juega el hockey la vas a ver gritar los goles la bancas,que juega el hockey la vas a ver gritar los goles la bancas,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0032.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0032.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0033,val,f04,75,si estas triste estas triste si estas feliz estas feliz con ella,si estas triste estas triste si estas feliz estas feliz con ella,si estas triste estas triste si estas feliz estas feliz con ella,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0033.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0033.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0034,val,f04,75,todos necesitamos amor,todos necesitamos amor,todos necesitamos amor,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0034.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0034.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0035,val,f04,75,que el amor es lo mas lindo que hay lo mas lindo que hay,que el amor es lo mas lindo que hay lo mas lindo que hay,que el amor es lo mas lindo que hay lo mas lindo que hay,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0035.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0035.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0036,val,f04,75,no le tengan miedo al amor no hablan como hice este boludo,no le tengan miedo al amor no hablan como hice este boludo,no le tengan miedo al amor no hagan como hice este boludo,corrected,0.89,0.0261,0.0833,insulto|correccion_inferida,,accept_correction,hablan no encaja con la frase no hagan como hice,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0036.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0036.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0037,val,f04,175,no hablan como hice este boludo yo tenia desde los 16 a los 23 y medio que conocia a mi ex,no hablan como hice este boludo yo tenia desde los 16 a los 23 y medio que conocia a mi ex,no hagan como hice este boludo yo tenia desde los 16 a los 23 y medio que conocia a mi ex,corrected,0.86,0.0168,0.0476,insulto|numero|correccion_inferida,,accept_correction,hablan no encaja con la frase no hagan como hice,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0037.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0037.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0038,val,f04,125,desde los 16 a los 23 y medio yo pensaba que la vida era agarchar,desde los 16 a los 23 y medio yo pensaba que la vida era agarchar,desde los 16 a los 23 y medio yo pensaba que la vida era garchar,corrected,0.97,0.0078,0.0667,numero|jerga|insulto,,accept_correction,agarchar es error claro por garchar,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0038.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0038.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0039,val,f04,175,no piensen esa boludez algunos estamos destinados a amar y lo que nos gusta es amar,no piensen esa boludez algunos estamos destinados a amar y lo que nos gusta es amar,no piensen esa boludez algunos estamos destinados a amar y lo que nos gusta es amar,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0039.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0039.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0041,val,f04,100,y otros estan destinados a ir de flor en flor,y otros estan destinados a ir de flor en flor,y otros estan destinados a ir de flor en flor,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0041.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0041.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0042,val,f04,75,cada uno ve pero no se cierren,cada uno ve pero no se cierren,cada uno ve pero no se cierren,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0042.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0042.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0043,val,f04,100,hay que cogerse a todas hay que sacarle punta,hay que cogerse a todas hay que sacarle punta,hay que cogerse a todas hay que sacarle punta,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0043.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0043.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0044,val,f04,75,son mentiras hay que experimentar todo hay que probar,son mentiras hay que experimentar todo hay que probar,son mentiras hay que experimentar todo hay que probar,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0044.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0044.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0045,val,f04,75,hay que ver donde te sentis mejor,hay que ver donde te sentis mejor,hay que ver donde te sentis mejor,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0045.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0045.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0046,val,f04,75,pero no tengan miedo de enamorarse boludo no tengan miedo de enamorar,pero no tengan miedo de enamorarse boludo no tengan miedo de enamorar,pero no tengan miedo de enamorarse boludo no tengan miedo de enamorar,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0046.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0046.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0047,val,f04,125,el amor es lo mas lindo que hay asi como es lo mas lindo de lo que mas duele,el amor es lo mas lindo que hay asi como es lo mas lindo de lo que mas duele,el amor es lo mas lindo que hay asi como es lo mas lindo de lo que mas duele,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0047.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0047.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0048,val,f04,75,la van a pasar mal tambien la van a pasar como el or,la van a pasar mal tambien la van a pasar como el or,la van a pasar mal tambien la van a pasar como el orto,corrected,0.94,0.0189,0.0769,insulto,,accept_correction,el or es corte evidente de orto,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0048.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0048.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0049,val,f04,75,van a llorar van a sufrir van a extrañar por que,van a llorar van a sufrir van a extrañar por que,van a llorar van a sufrir van a extrañar por que,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0049.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0049.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0050,val,f04,125,porque lo bueno duele el futbol es hermoso por ejemplo,porque lo bueno duele el futbol es hermoso por ejemplo,porque lo bueno duele el futbol es hermoso por ejemplo,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0050.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0050.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0051,val,f04,125,una carrera de jugador de futbol lo que tiene de bueno y que todos queremos ser jugadores de futbol,una carrera de jugador de futbol lo que tiene de bueno y que todos queremos ser jugadores de futbol,una carrera de jugador de futbol lo que tiene de bueno y que todos queremos ser jugadores de futbol,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0051.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0051.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0052,val,f04,125,lo tiene de malo entonces para cada logro importante para cada anhelo importante,lo tiene de malo entonces para cada logro importante para cada anhelo importante,lo tiene de malo entonces para cada logro importante para cada anhelo importante,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0052.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0052.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0053,val,f04,75,lo importante como es amarte en una pareja en una relacion estable,lo importante como es amarte en una pareja en una relacion estable,lo importante como es amarte en una pareja en una relacion estable,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0053.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0053.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0054,val,f04,75,va a haber una contracara que es todo lo que tienes que luchar,va a haber una contracara que es todo lo que tienes que luchar,va a haber una contracara que es todo lo que tenes que luchar,corrected,0.91,0.0081,0.0769,correccion_inferida,,accept_correction,se normaliza a voseo consistente del hablante,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0054.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0054.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0055,val,f04,75,todo lo que tienes que sacrificar para poder tenerlo,todo lo que tienes que sacrificar para poder tenerlo,todo lo que tenes que sacrificar para poder tenerlo,corrected,0.91,0.0097,0.1111,correccion_inferida,,accept_correction,se normaliza a voseo consistente del hablante,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0055.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0055.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0056,val,f04,125,lo bueno es dur el objetivo ideal te va a costar,lo bueno es dur el objetivo ideal te va a costar,lo bueno es duro el objetivo ideal te va a costar,corrected,0.75,0.0103,0.0909,correccion_inferida,,accept_correction,dur parece corte de duro,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0056.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0056.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0057,val,f04,100,todo eso que anhelas y soñas si no te cuesta no vale nada,todo eso que anhelas y soñas si no te cuesta no vale nada,todo eso que anhelas y soñas si no te cuesta no vale nada,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0057.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0057.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0058,val,f04,150,y si cuesta mucho vale el triple por eso si se enamora metanle,y si cuesta mucho vale el triple por eso si se enamora metanle,y si cuesta mucho vale el triple por eso si se enamoran metanle,corrected,0.88,0.008,0.0769,correccion_inferida,,accept_correction,se enamora no concuerda con el destinatario plural,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0058.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0058.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0059,val,f04,75,no importa la edad yo antes pensaba no no tenes 18 no te enamores,no importa la edad yo antes pensaba no no tenes 18 no te enamores,no importa la edad yo antes pensaba no no tenes 18 no te enamores,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0059.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0059.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0060,val,f04,75,enamorarte lo 18 te quieres enamorar lo 18 no no no,enamorarte lo 18 te quieres enamorar lo 18 no no no,enamorarte a los 18 te queres enamorar a los 18 no no no,corrected,0.91,0.0654,0.3333,numero|cambio_grande|correccion_inferida,,reject_suggestion,lo 18 y quieres son errores claros por contexto,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0060.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0060.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0061,val,f04,75,te enamoras no es que te queres porque uno no elige te enamoras lo 18,te enamoras no es que te queres porque uno no elige te enamoras lo 18,te enamoras no es que te queres porque uno no elige te enamoras a los 18,corrected,0.9,0.0213,0.0968,numero|correccion_inferida,,accept_correction,lo 18 es error claro por a los 18,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0061.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0061.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0062,val,f04,75,mandale mandale cumbia,mandale mandale cumbia,mandale mandale cumbia,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0062.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0062.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0063,val,f04,75,que te vas a mentir a vos mismo de que no estas enamorado,que te vas a mentir a vos mismo de que no estas enamorado,que te vas a mentir a vos mismo de que no estas enamorado,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0063.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0063.txt,True,True
