experiment,source_id,clip,split,training_usability,policy_moderate,preprocessing_variant,transcript_variant,reference,hypothesis,wer,cer
E0_baseline_original,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0016,test,usable,keep,current,current,no voy a empezar a hacer bajada de linea pero bueno si es ilegal ademas que bajada de linea es un delito,no me pasa a pagar y a mi bueno si que hace que crearla me venia bajada la resulta de eso,0.863636,0.662651
E0_baseline_original,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0017,test,usable,keep,current,current,mientras yo estaba entrando al hotel para subir al lobby y hacer el checkin y todo,mientras yo trabaja entraciones lotel para subir al obre esa recha que esto,0.687500,0.402985
E0_baseline_original,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0017,test,usable,keep,current,current,pero digo para que no explote el chat pero bueno que quieren que haga estas cosas pasan,pero no va a comer los potencias pero bueno que la gente cosas pensando esas personas,0.764706,0.549296
E0_baseline_original,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0018,test,usable,keep,current,current,entro al ascensor y entran dos personas mas,otras de la sesion y hacer dos personas mas,0.625000,0.444444
E0_baseline_original,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0018,test,usable,keep,current,current,esto paso en el pueblo viste el pibe era el tipico rudo alto peleador,esto paso en el pueblo me dice el primer semejor jugo al soperar,0.642857,0.392857
E0_baseline_original,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0019,test,usable,keep,current,current,dos tipos que se veian como que si fuesen amigos,dos tipos que se ve en como que dificil a mi,0.500000,0.282051
E0_baseline_original,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0019,test,usable,keep,current,current,peleador boliche al que iba boliche en el que armaba quilombo cuestion que el tipo me vivia metiendo los cuernos con la hija del panadero,claro como les arriba por encerrar la carmaba que los momentos mediamente todo lo cuarto con la ira del panadero,0.800000,0.504425
E0_baseline_original,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0020,test,usable,keep,current,current,hablando en frances nada mas no completamente en frances,hablar una francia nada mas los completamente francias,0.666667,0.270833
E0_baseline_original,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0020,test,usable,keep,current,current,que en ese momento era menor que yo si un horror todo ademas siento que los pueblos,en ese momento en la menos que yo ninguno no todo mas vecino que lo puede,0.647059,0.388060
E0_baseline_original,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0021,test,usable,keep,current,current,quebecois de quebec y yo ahi tranquilo solito,que me igual y que ve y yo ahi esta aqui con todo listo,1.375000,0.500000
E0_baseline_original,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0021,test,usable,keep,current,current,esto capaz estoy estereotipando seguro estoy estereotipando pero siento que los pueblos pasan,yo estaba haciendo el año de español circulo yo estaba mando por si los pobros en pasa,1.230769,0.629630
E0_baseline_original,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0022,test,usable,keep,current,current,no pasaba nada y empece a darme cuenta de que estos pibes estos tipos,no pasaba nada tiene que empezar a dar pero a tener un pibe entro tiempo,0.785714,0.571429
E0_baseline_original,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0022,test,usable,keep,current,current,vieron que antes en la epoca de nuestros abuelos era como comun que,pero que es grande ya porque los abuelos eran como nos muy que,0.769231,0.436364
E0_baseline_original,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0023,test,usable,keep,current,current,estaban burlando de mi y me estaba dando cuenta de eso,si estaban morrando de mi prepasaban su cuenta caso,0.727273,0.386364
E0_baseline_original,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0023,test,usable,keep,current,current,no se vos le mandas a tu abuela abuelita a que edad conociste al abuelo,no establemente dando a buena bonita a nada conocida al abolido,0.733333,0.508772
E0_baseline_original,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0024,test,usable,keep,current,current,dije para un poco se estan burlando de mi,para un poco central se estan bocando para,0.555556,0.545455
E0_baseline_original,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0024,test,usable,keep,current,current,y te dicen a los 12 y que edad tenia el abuelo 20,y te dicen a los doce y tenian abuelo medio,0.461538,0.432432
E0_baseline_original,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0025,test,usable,keep,current,current,esto no es justo y mientras yo trataba de entender,eso son la exclusion mientras todos estaban si estaban dentro,1.000000,0.609756
E0_baseline_original,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0025,test,usable,keep,current,current,y a que edad te casaste a los 13 y no se le mueve un pelo viste y te lo cuentan,la argentina se gente a lo que tienes que me ver un pelico mente tengo cuenta,0.904762,0.559322
E0_baseline_original,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0026,test,usable,keep,current,current,no entendia nada me veian se reian de mi,no entendia nada que viveria para internet,0.666667,0.468750
E0_baseline_original,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0026,test,usable,keep,current,current,pero vieron que en la epoca de nuestros abuelos era medio asi era como re normal,pero creo que nada porque cuando se acuerdo se generalmente va a ser algo porque no,0.875000,0.615385
E0_baseline_original,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0027,test,usable,keep,current,current,como que uno hizo asi me tocaba,bien un ojo como esto asi me tocaba,0.714286,0.560000
E0_baseline_original,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0027,test,usable,keep,current,current,y siento que los pueblos para mi eso quedo como que estar un poquito de,sino que los pueblos para mi transoridos como que estan un poquito tiempo,0.400000,0.298246
E0_baseline_original,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0028,test,questionable,keep,current,current,no y yo en ese momento dije para que pasa porque escuche la palabra americano,no es un momento que para porque escuche la palabra mercano,0.533333,0.285714
E0_baseline_original,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0028,test,questionable,keep,current,current,nos ayornaron viste no llego todavia que es un delito,porque no se hizo raro porque no chico todavia que subir al eso,1.000000,0.613636
E0_baseline_original,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0029,test,usable,keep,current,current,o no se algo asi y dije estos tipos saben y piensan y se estan burlando de mi,o no te gano asi que entonces mos grave que piensen relle estan buscando en mi,0.722222,0.483333
E0_baseline_original,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0029,test,usable,keep,current,current,no te podes o sea no puede pasar eso un 31 de diciembre los encuentro chapando en el boliche con la hija del panadero,porque eso o sea no puede pasar eso contratadores de siempre los encuentros chapandos y boliche con la dia del paradigo,0.500000,0.319149
E0_baseline_original,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0030,test,usable,keep,current,current,porque soy de estados unidos no y dije les voy a pegar con una noticia,porque estudia estados unidos o la espona pengando o la noticia,0.733333,0.357143
E0_baseline_original,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0030,test,usable,keep,current,current,mi reaccion fue reirme de los nervios y esconderme en el baño,mi relacion fuera mas de los raromedos ya contamen el valio,0.666667,0.440000
