experiment,source_id,clip,split,training_usability,policy_moderate,preprocessing_variant,transcript_variant,reference,hypothesis,wer,cer
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0008,test,usable,keep,lower_face_resized96,current,bueno vamos a arrancar con esto les queria contar una anecdota muy graciosa en mi vida,por ejemplo la realidad con este en la carrera contra una relacion a muy carcelona en mi vida,0.750000,0.535211
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0008,test,usable,keep,lower_face_resized96,current,te escribo porque necesito escupir un veneno que tengo guardado en mi epoca de pueblo,y vos porque ha sido cumplir un mercado que tengo guardado el mismo que despues,0.733333,0.450704
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0009,test,usable,keep,lower_face_resized96,current,donde ser argentino o por lo menos mentir y decirles que soy argentino me salvo la vida,donde se entra en el entreno o por lo menos emprender tiene que llegar a eso el retiro mentando la vida,0.823529,0.492958
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0009,test,usable,keep,lower_face_resized96,current,te pido por favor anonimato total porque si esto se filtra me tengo que ir a vivir a la antartida,y tambien por favor raro y mayo social porque si no se fiestra meteo que la divina la tercera,0.750000,0.397436
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0010,test,usable,keep,lower_face_resized96,current,basicamente una vez hace ponele no se 4 o 5 años,mas almendra de que no una brasil casi por el leno se jugando tengo años,1.181818,0.921053
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0010,test,usable,keep,lower_face_resized96,current,el tema del pueblo ademas es que siempre todo es un secreto,el tema de problemas el que disciplina todos un secreto,0.583333,0.333333
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0011,test,usable,keep,lower_face_resized96,current,fui a viaje a montreal quebec canada,fui a mostral que ven ganada,0.714286,0.366667
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0011,test,usable,keep,lower_face_resized96,current,porque realmente si se filtra cualquier cosa tenes que ir a otro pueblo,porque realmente se fue trabajir cosas quienes quieran otros puimos,0.769231,0.372881
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0012,test,usable,keep,lower_face_resized96,current,donde se habla frances no una ciudad super super linda,donde llegaba a francil a decirlo una sociacion un personaje,0.900000,0.644444
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0012,test,usable,keep,lower_face_resized96,current,contexto soy de un pueblo del interior de la provincia de buenos aires en donde somos aproximadamente 5000 habitantes,de hecho soy un poco litero de la provincia de buenos aires y donde somos aproximadamente ya no me la batante,0.631579,0.282828
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0013,test,usable,keep,lower_face_resized96,current,tengo varios amigos que viven en montreal especialmente en montreal  especialmente durante el verano en montreal,en discuperios amigos de mi vida mostral especialmente con el teleficador mil monte,0.812500,0.531250
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0013,test,usable,keep,lower_face_resized96,current,yo tenia 15 años y salia con un machote de 19 que trabajaba en la panaderia del pueblo,yo tenia quince años esta la con un macho de que se vuelve trabajaba la panalaria del pueblo,0.500000,0.318841
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0014,test,usable,keep,lower_face_resized96,current,es espectacular y deberian ir a montreal por favor,en pretacular y deberiarla mostrar por foco,0.777778,0.333333
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0014,test,usable,keep,lower_face_resized96,current,el pibe era el tipico rudo alto peleador boliche,el primer artipico reunio a eso mercado policha,0.888889,0.400000
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0015,test,usable,keep,lower_face_resized96,current,bueno les cuento ni bien llegaba al hotel donde me estaba quedando en montreal con mis amigos,juego en el cuento y ver llegaba los tal donde prestaba que cancion en moteral copitamiento,0.823529,0.389610
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0015,test,usable,keep,lower_face_resized96,current,obviamente esta mal chicos si tenes 15 años y estas con el de 19 se entiende tenes un tratamiento como me la mandan pero bueno se entiende,y justamente esta mas y no esta recetado que la segura bastante antes no se lo dejo bramata pero bueno se entiende,0.814815,0.517857
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0016,test,usable,keep,lower_face_resized96,current,yo entraba primero mis amigos se quedaron agarraron todas sus valijas y todo,nosotros los entraban primera no mis amigos llegaron que agarraron todo consultable variega sino,0.923077,0.593750
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0016,test,usable,keep,lower_face_resized96,current,no voy a empezar a hacer bajada de linea pero bueno si es ilegal ademas que bajada de linea es un delito,no le pasa a bajar nada me duelo si casi nadie que rara me van a bajar nadie un derecho,0.863636,0.614458
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0017,test,usable,keep,lower_face_resized96,current,mientras yo estaba entrando al hotel para subir al lobby y hacer el checkin y todo,mientras yo entraba entre todas los teles presubir al obre esa richa en el grito,0.812500,0.462687
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0017,test,usable,keep,lower_face_resized96,current,pero digo para que no explote el chat pero bueno que quieren que haga estas cosas pasan,pero creo que no ven los potencias pero bueno que queria que no estan pasando esas pasos,0.647059,0.464789
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0018,test,usable,keep,lower_face_resized96,current,entro al ascensor y entran dos personas mas,entro de la atencion entran dos personas,0.500000,0.305556
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0018,test,usable,keep,lower_face_resized96,current,esto paso en el pueblo viste el pibe era el tipico rudo alto peleador,esto paso en el pueblo me dije el primer este medio ruto al hecho,0.642857,0.428571
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0019,test,usable,keep,lower_face_resized96,current,dos tipos que se veian como que si fuesen amigos,dos tipos que eran como dificil a mi,0.600000,0.410256
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0019,test,usable,keep,lower_face_resized96,current,peleador boliche al que iba boliche en el que armaba quilombo cuestion que el tipo me vivia metiendo los cuernos con la hija del panadero,claro como decia que vamos a llegar a la carpaba en el hombro encuentro que el tipo percibidamente no lo cuando la diga del panadero,0.800000,0.477876
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0020,test,usable,keep,lower_face_resized96,current,hablando en frances nada mas no completamente en frances,habian una frase en cada mas ros completamente francias,0.888889,0.312500
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0020,test,usable,keep,lower_face_resized96,current,que en ese momento era menor que yo si un horror todo ademas siento que los pueblos,que en ese momento que nada menos que yo circulo todo plamentico que no puede,0.588235,0.432836
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0021,test,usable,keep,lower_face_resized96,current,quebecois de quebec y yo ahi tranquilo solito,que me di juan de que ven yo hay entradir o dolisto,1.250000,0.526316
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0021,test,usable,keep,lower_face_resized96,current,esto capaz estoy estereotipando seguro estoy estereotipando pero siento que los pueblos pasan,y lo realmente lo que quiero desperto circulo yo estaba tambien todos los pueblos en pasa,1.076923,0.641975
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0022,test,usable,keep,lower_face_resized96,current,no pasaba nada y empece a darme cuenta de que estos pibes estos tipos,no pasaba nada que empieza a dar pero antes que reto pibe en otro tipo,0.714286,0.392857
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0022,test,usable,keep,lower_face_resized96,current,vieron que antes en la epoca de nuestros abuelos era como comun que,pero que antes ya porque estos abuelos eran como no muy que,0.692308,0.290909
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0023,test,usable,keep,lower_face_resized96,current,estaban burlando de mi y me estaba dando cuenta de eso,y estaban morrando de mi repasar viendo cuenta caso,0.727273,0.363636
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0023,test,usable,keep,lower_face_resized96,current,no se vos le mandas a tu abuela abuelita a que edad conociste al abuelo,no se hablementando a buena abuelita alejano no sintica al alborilo,0.666667,0.438596
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0024,test,usable,keep,lower_face_resized96,current,dije para un poco se estan burlando de mi,para un poco contestan se estan bocando,0.555556,0.575758
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0024,test,usable,keep,lower_face_resized96,current,y te dicen a los 12 y que edad tenia el abuelo 20,que te dice a los doce y entender a bueno medio,0.692308,0.594595
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0025,test,usable,keep,lower_face_resized96,current,esto no es justo y mientras yo trataba de entender,mi caso todo la conduccion mientras donde estaba siendo tras trabajando,1.000000,0.926829
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0025,test,usable,keep,lower_face_resized96,current,y a que edad te casaste a los 13 y no se le mueve un pelo viste y te lo cuentan,y argentinas agente las noticas que no se le va a ver un pele los meses a los cuenta,0.857143,0.593220
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0026,test,usable,keep,lower_face_resized96,current,no entendia nada me veian se reian de mi,no entendia nada vivenia para ser regente,0.666667,0.406250
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0026,test,usable,keep,lower_face_resized96,current,pero vieron que en la epoca de nuestros abuelos era medio asi era como re normal,pero fueron en general porque vos los abuelos en el medio acercar como que no,0.750000,0.446154
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0027,test,usable,keep,lower_face_resized96,current,como que uno hizo asi me tocaba,un jugo con los breitos asi mediocabo,1.000000,0.720000
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0027,test,usable,keep,lower_face_resized96,current,y siento que los pueblos para mi eso quedo como que estar un poquito de,sino que los pueblos para mi que sonidos como que estan un poquito demas,0.400000,0.228070
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0028,test,questionable,keep,lower_face_resized96,current,no y yo en ese momento dije para que pasa porque escuche la palabra americano,no no ha tomado ni para porque la recursia la palabra mercano,0.733333,0.492063
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0028,test,questionable,keep,lower_face_resized96,current,nos ayornaron viste no llego todavia que es un delito,monta los hechos raros cualquiero que no sigo todavia que sube transito,1.000000,0.772727
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0029,test,usable,keep,lower_face_resized96,current,o no se algo asi y dije estos tipos saben y piensan y se estan burlando de mi,o de algo que tiene que dar estos cerebros y grave que esperan que se estan burlando de mi,0.666667,0.600000
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0029,test,usable,keep,lower_face_resized96,current,no te podes o sea no puede pasar eso un 31 de diciembre los encuentro chapando en el boliche con la hija del panadero,y por eso o sea no puede pasar eso un tratado de siempre los encuentros españoles boliche con la dia del paradigo,0.458333,0.297872
E3_preprocessing_variant,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0030,test,usable,keep,lower_face_resized96,current,porque soy de estados unidos no y dije les voy a pegar con una noticia,porque sus de estados unidos o la fora para caro o la horrosticha,0.733333,0.446429
E3_preprocessing_variant,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0030,test,usable,keep,lower_face_resized96,current,mi reaccion fue reirme de los nervios y esconderme en el baño,en mi relacion fue renima de los rarmedos ya contamen el baño,0.583333,0.360000
