experiment,source_id,clip,split,training_usability,policy_moderate,preprocessing_variant,transcript_variant,reference,hypothesis,wer,cer
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0006,test,usable,keep,current,current,queria contarles una anecdota muy graciosa que haces moni que haces rama valen ana,y hay que contarles una gran total muy clasicosa que tienen bolicas en capa van a lenar,0.928571,0.521739
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0005,test,usable,keep,current,current,muchas historias tragicas cosas que van a entender los que son de pueblo,seguido la tranquila de los animales de los que son despues,0.769231,0.583333
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0007,test,usable,keep,current,current,que buena onda que todos entran asi tan rapido enzo maximo lorito dominic marcelo tuti,el que vengo a hacer esto sentir que se le esta real pidio el hincho partimos dolentos de opini mercien o tutil,1.333333,0.652778
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0006,test,usable,keep,current,current,yo elegi las mejores anecdotas que me mandaron y ahora voy a reaccionar,bueno yo el tiene amigo ya no le dije mi vida lo que estaba la voy a dar no,1.230769,0.779661
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0008,test,usable,keep,current,current,bueno vamos a arrancar con esto les queria contar una anecdota muy graciosa en mi vida,porque vuelva a realidad con este la liga contra en una relacion a muy casi no se la que mi vida,0.937500,0.577465
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0008,test,usable,keep,current,current,te escribo porque necesito escupir un veneno que tengo guardado en mi epoca de pueblo,de que le va a estar haciendo en un minumerico que tengo guardado en mi espone despues,0.800000,0.521127
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0009,test,usable,keep,current,current,donde ser argentino o por lo menos mentir y decirles que soy argentino me salvo la vida,donde se entregan el tiro o por lo menos emprender y llegan a eso el argentino pensando la vida,0.647059,0.380282
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0009,test,usable,keep,current,current,te pido por favor anonimato total porque si esto se filtra me tengo que ir a vivir a la antartida,y te pido por favor la lonimacion social porque se dio sin fin de la empatico que la divina la tarde,0.800000,0.423077
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0010,test,usable,keep,current,current,basicamente una vez hace ponele no se 4 o 5 años,basicamente dije que no una vez casi por el que no se cuando llego año,1.000000,0.684211
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0010,test,usable,keep,current,current,el tema del pueblo ademas es que siempre todo es un secreto,el extrema del poco de mas el que le disciplina todo es un secretor,0.666667,0.416667
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0011,test,usable,keep,current,current,fui a viaje a montreal quebec canada,fria la crea mostral que ve ganada,1.000000,0.333333
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0011,test,usable,keep,current,current,porque realmente si se filtra cualquier cosa tenes que ir a otro pueblo,porque realmente se suelta cualquier cosa tiene que ir a otros pueblos,0.384615,0.152542
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0012,test,usable,keep,current,current,donde se habla frances no una ciudad super super linda,donde llega viaja a frachilla de si no super eso dia si tu persona pelicante,1.300000,0.777778
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0012,test,usable,keep,current,current,contexto soy de un pueblo del interior de la provincia de buenos aires en donde somos aproximadamente 5000 habitantes,yo soy un poco litero de la provincia de buenos aires y donde somos aproximadamente y se comen habitantes,0.473684,0.282828
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0013,test,usable,keep,current,current,tengo varios amigos que viven en montreal especialmente en montreal  especialmente durante el verano en montreal,el segundo periodo de miedo de vivir en mostrar especialmente donde se le entraron y mil mil monte,1.000000,0.552083
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0013,test,usable,keep,current,current,yo tenia 15 años y salia con un machote de 19 que trabajaba en la panaderia del pueblo,yo tenia quince años estarla con un macho de que se vuelve trabajaba en la palabra del pueblo,0.444444,0.333333
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0014,test,usable,keep,current,current,es espectacular y deberian ir a montreal por favor,se espectacular y deberiar a mostrar por fondo,0.555556,0.261905
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0014,test,usable,keep,current,current,el pibe era el tipico rudo alto peleador boliche,el primer artipico reunio a eso mereador policha,0.888889,0.350000
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0015,test,usable,keep,current,current,bueno les cuento ni bien llegaba al hotel donde me estaba quedando en montreal con mis amigos,bueno en el cuento y viene llegaba a los teles donde para estaba recauciones moterales los pintamientos,0.823529,0.467532
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0015,test,usable,keep,current,current,obviamente esta mal chicos si tenes 15 años y estas con el de 19 se entiende tenes un tratamiento como me la mandan pero bueno se entiende,obviamente esta barcelona que se encargo de las universidades de los chicos algo que van a matar pero bueno se tienen,0.777778,0.544643
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0016,test,usable,keep,current,current,yo entraba primero mis amigos se quedaron agarraron todas sus valijas y todo,yo le entraba en primero mis amigos llegaron que agarraron todos sufribles de varias estos,0.692308,0.421875
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0016,test,usable,keep,current,current,no voy a empezar a hacer bajada de linea pero bueno si es ilegal ademas que bajada de linea es un delito,no empece a hacer bajar el amigo bueno si queres ir asi que real me habia que bajar la resolver esto,0.818182,0.578313
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0017,test,usable,keep,current,current,mientras yo estaba entrando al hotel para subir al lobby y hacer el checkin y todo,mientras yo trabaja en tracciones los teles para subir al lovi esa richa en el listo,0.750000,0.492537
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0017,test,usable,keep,current,current,pero digo para que no explote el chat pero bueno que quieren que haga estas cosas pasan,pero no me recomiendo los ploteres ya pero bueno que la gente cosas pasaron esas personas,0.764706,0.563380
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0018,test,usable,keep,current,current,entro al ascensor y entran dos personas mas,todas las tensiones entre dos personas mas,0.625000,0.333333
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0018,test,usable,keep,current,current,esto paso en el pueblo viste el pibe era el tipico rudo alto peleador,esto paso en el pueblo me dice el primer este medio reunio al chopinal,0.642857,0.464286
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0019,test,usable,keep,current,current,dos tipos que se veian como que si fuesen amigos,dos tipos que se venian como desde dificil a mi,0.500000,0.358974
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0019,test,usable,keep,current,current,peleador boliche al que iba boliche en el que armaba quilombo cuestion que el tipo me vivia metiendo los cuernos con la hija del panadero,la donde policia que iba a policiar a la carmaba en el hombro cuando en el temomento vidamente todos los buenos con la isla del panadero,0.760000,0.433628
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0020,test,usable,keep,current,current,hablando en frances nada mas no completamente en frances,hablar de uniferencia nada mas completamente francias,0.666667,0.291667
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0020,test,usable,keep,current,current,que en ese momento era menor que yo si un horror todo ademas siento que los pueblos,en ese momento en la menos de hecho cinculo todo me habia sido que nos puede,0.764706,0.477612
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0021,test,usable,keep,current,current,quebecois de quebec y yo ahi tranquilo solito,que me dijua tiene que ver y yo ahi esta el quinco dolisto,1.250000,0.526316
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0021,test,usable,keep,current,current,esto capaz estoy estereotipando seguro estoy estereotipando pero siento que los pueblos pasan,yo llegaba a ser con el año de metro circulo yo estaba metido por si los muevos en pasa,1.384615,0.666667
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0022,test,usable,keep,current,current,no pasaba nada y empece a darme cuenta de que estos pibes estos tipos,no pensaba nada empieza a dar pero a la tele que estos pibes en otro tipo,0.785714,0.339286
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0022,test,usable,keep,current,current,vieron que antes en la epoca de nuestros abuelos era como comun que,vino en el gran antes ya le ponen los dos abuelos en el alumno de dos model que,1.153846,0.600000
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0023,test,usable,keep,current,current,estaban burlando de mi y me estaba dando cuenta de eso,si esta bien morrando de mi para pasar viendo cuenta caso,0.909091,0.477273
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0023,test,usable,keep,current,current,no se vos le mandas a tu abuela abuelita a que edad conociste al abuelo,nos ablemente dando a buena buenita a reglar conocida a la bolico,0.866667,0.456140
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0024,test,usable,keep,current,current,dije para un poco se estan burlando de mi,tenes que penar un poco con central se trata de boca tomar,1.000000,0.939394
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0024,test,usable,keep,current,current,y te dicen a los 12 y que edad tenia el abuelo 20,y te dicen a los doce y te dan a bueno medito,0.538462,0.540541
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0025,test,usable,keep,current,current,esto no es justo y mientras yo trataba de entender,esto es una exclusion y mientras yo se trabajas entre el trabaje entendes,0.900000,0.634146
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0025,test,usable,keep,current,current,y a que edad te casaste a los 13 y no se le mueve un pelo viste y te lo cuentan,la argentina es argentina algo que tienes que tener un pelico que viste tengo que orientar,0.952381,0.762712
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0026,test,usable,keep,current,current,no entendia nada me veian se reian de mi,no entendia nada viveria perdes el rey de mi,0.444444,0.375000
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0026,test,usable,keep,current,current,pero vieron que en la epoca de nuestros abuelos era medio asi era como re normal,pero pero en general porque nuestros alumnos en el medico asi en el como que digo,0.812500,0.461538
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0027,test,usable,keep,current,current,como que uno hizo asi me tocaba,un ojulo como que esto asi me tocaba,0.571429,0.520000
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0027,test,usable,keep,current,current,y siento que los pueblos para mi eso quedo como que estar un poquito de,siento que en los pueblos paramistas el solido porque estan un poquito tiempo,0.666667,0.350877
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0028,test,questionable,keep,current,current,no y yo en ese momento dije para que pasa porque escuche la palabra americano,no no es tormento y que para porque escuche la palabra mercano,0.600000,0.285714
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0028,test,questionable,keep,current,current,nos ayornaron viste no llego todavia que es un delito,peor de los hechos rajos porque no sigo todavia que subir al esto,1.000000,0.681818
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0029,test,usable,keep,current,current,o no se algo asi y dije estos tipos saben y piensan y se estan burlando de mi,o no tiene algo asi que estos tipos grave y piensen que ya estan buscando en mi,0.500000,0.350000
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0029,test,usable,keep,current,current,no te podes o sea no puede pasar eso un 31 de diciembre los encuentro chapando en el boliche con la hija del panadero,despues de eso o sea no puede pasar eso un tratador de siempre los encuentros chapatos del boliche con la dia de paradico,0.500000,0.319149
E1_visual_cleaned,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0030,test,usable,keep,current,current,porque soy de estados unidos no y dije les voy a pegar con una noticia,porque estudies autos unidos no no la espoca pengando o la noticia,0.733333,0.375000
E1_visual_cleaned,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0030,test,usable,keep,current,current,mi reaccion fue reirme de los nervios y esconderme en el baño,mi relacion fue mas de los rar mediocinados termina el valio,0.583333,0.520000
