experiment,source_id,clip,split,training_usability,policy_moderate,preprocessing_variant,transcript_variant,reference,hypothesis,wer,cer
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0008,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,bueno vamos a arrancar con esto les queria contar una anecdota muy graciosa en mi vida,suponga una barrera con este la carga contra una relacion era muy carcelosa en mi vida,0.687500,0.492958
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0008,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,te escribo porque necesito escupir un veneno que tengo guardado en mi epoca de pueblo,y vos porque ha sido de cumplir un mercado que tengo cuartado el mismo que despues,0.866667,0.478873
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0009,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,donde ser argentino o por lo menos mentir y decirles que soy argentino me salvo la vida,donde se trae el interior o por lo menos plantearte que llegan a eso el argentino pensando la vida,0.705882,0.422535
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0009,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,te pido por favor anonimato total porque si esto se filtra me tengo que ir a vivir a la antartida,y tambien no por favor caro ni mayor social porque si no se fiesta en metero que la divina la tercera,0.800000,0.435897
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0010,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,basicamente una vez hace ponele no se 4 o 5 años,mas hermanita de que lo una vez casi por el se un cuatro celo año,1.090909,0.736842
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0010,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,el tema del pueblo ademas es que siempre todo es un secreto,el tema de problemas el que le disciplina todo su chaquerido,0.750000,0.541667
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0011,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,fui a viaje a montreal quebec canada,fui a mostrar que ver ganada,0.714286,0.400000
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0011,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,porque realmente si se filtra cualquier cosa tenes que ir a otro pueblo,porque realmente se falta variar cosas que eran generados o puimos,0.692308,0.457627
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0012,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,donde se habla frances no una ciudad super super linda,donde ella habia frascinas no cubra si bien soy un personaje,0.900000,0.600000
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0012,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,contexto soy de un pueblo del interior de la provincia de buenos aires en donde somos aproximadamente 5000 habitantes,yo soy un periodista con la provincia de buenos aires entonces somos aproximadamente se normal evitantes,0.578947,0.333333
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0013,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,tengo varios amigos que viven en montreal especialmente en montreal  especialmente durante el verano en montreal,en ser humano se mieron de mi vida es mostrar especialmente lo que celeficaron bien bien bote,1.000000,0.604167
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0013,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,yo tenia 15 años y salia con un machote de 19 que trabajaba en la panaderia del pueblo,yo tenia quince años se quitaria con un mancho de que se vuelve trabajaba la panela del pueblo,0.500000,0.420290
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0014,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,es espectacular y deberian ir a montreal por favor,es pertacular y debe llegar a mostrar por foco,0.555556,0.333333
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0014,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,el pibe era el tipico rudo alto peleador boliche,el primer arte menor judio ha hecho mercado bolicha,0.888889,0.525000
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0015,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,bueno les cuento ni bien llegaba al hotel donde me estaba quedando en montreal con mis amigos,juego en el cuento y ver llegaba los tal no se pasaba que cancion inmoteral con mi tambien,0.882353,0.441558
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0015,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,obviamente esta mal chicos si tenes 15 años y estas con el de 19 se entiende tenes un tratamiento como me la mandan pero bueno se entiende,seguramente esta mas y no esta recetado el dia segura bastante antes no hace no se volvera masta pero bueno se entiende,0.777778,0.508929
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0016,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,yo entraba primero mis amigos se quedaron agarraron todas sus valijas y todo,yo le entraba primero mis amigos llegaron que agarraron todo consultable variegas eso,0.615385,0.421875
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0016,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,no voy a empezar a hacer bajada de linea pero bueno si es ilegal ademas que bajada de linea es un delito,no le pasa a pagar a mi bueno si casi nadie que raranca me van a marcar la resulta de riesgo,0.909091,0.698795
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0017,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,mientras yo estaba entrando al hotel para subir al lobby y hacer el checkin y todo,mientras yo trabaja entre todas los teles para subir al lovi esa richa de grito,0.750000,0.462687
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0017,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,pero digo para que no explote el chat pero bueno que quieren que haga estas cosas pasan,pero no van a comer los posteres ya pero bueno que la gente no se empezaron a ser pasos,0.882353,0.549296
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0018,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,entro al ascensor y entran dos personas mas,todas las lesiones cantan dos personas mas,0.625000,0.388889
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0018,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,esto paso en el pueblo viste el pibe era el tipico rudo alto peleador,esto paso en el pueblo mientras el primer este medio ruto ha hecho,0.571429,0.464286
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0019,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,dos tipos que se veian como que si fuesen amigos,dos tipos que si eran como desinfacir amigos,0.500000,0.282051
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0019,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,peleador boliche al que iba boliche en el que armaba quilombo cuestion que el tipo me vivia metiendo los cuernos con la hija del panadero,como que ya que vamos a llegar a la carmaba en el hombro cuando el temomento vidamente todo lo bueno con la liga del palatico,0.840000,0.539823
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0020,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,hablando en frances nada mas no completamente en frances,habia una frase nada mas nos completamente frases,0.666667,0.291667
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0020,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,que en ese momento era menor que yo si un horror todo ademas siento que los pueblos,que en ese momento que nada menor que yo circulo todo para mi sitio que no puede,0.588235,0.402985
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0021,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,quebecois de quebec y yo ahi tranquilo solito,que me igual tiene que ver yo hay tranquil con todo listo,1.375000,0.552632
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0021,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,esto capaz estoy estereotipando seguro estoy estereotipando pero siento que los pueblos pasan,los realmente con el año de mato si cuando estan temas de vision los pueblos en pasa,1.153846,0.617284
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0022,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,no pasaba nada y empece a darme cuenta de que estos pibes estos tipos,no pasaba nada empieza a darme cuanta que era un pibe en otro tipo,0.714286,0.303571
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0022,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,vieron que antes en la epoca de nuestros abuelos era como comun que,pero que el arte llamo en los abuelos era como lo muy que,0.692308,0.381818
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0023,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,estaban burlando de mi y me estaba dando cuenta de eso,se esta bien morrando de mi ver pasar viendo entre eso,0.909091,0.477273
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0023,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,no se vos le mandas a tu abuela abuelita a que edad conociste al abuelo,no esta libertado a buena bolita la lida y conocida al abolido,0.800000,0.526316
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0024,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,dije para un poco se estan burlando de mi,para un poco consistas si estas boca son mas,0.777778,0.727273
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0024,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,y te dicen a los 12 y que edad tenia el abuelo 20,y te dicen a los doce que te estan a bueno veinte,0.538462,0.540541
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0025,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,esto no es justo y mientras yo trataba de entender,estoy toda la clusion mientras todos estaban trataba de entender,0.700000,0.512195
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0025,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,y a que edad te casaste a los 13 y no se le mueve un pelo viste y te lo cuentan,y argentina esa gente algo que tienes que ser un pelico mientras que no se le primero un pelico mientras a los cuenta,0.857143,1.033898
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0026,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,no entendia nada me veian se reian de mi,no entendia nada vive que es el rey teme,0.666667,0.375000
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0026,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,pero vieron que en la epoca de nuestros abuelos era medio asi era como re normal,bueno fueron en el almo que vos los abuelos en el medio argentinal como creo,0.875000,0.538462
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0027,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,como que uno hizo asi me tocaba,bien uno con los baritos asi medio cabo,1.000000,0.760000
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0027,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,y siento que los pueblos para mi eso quedo como que estar un poquito de,sino que los pueblos para mi es que sonidos como que estan un poquito temas,0.466667,0.245614
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0028,test,questionable,keep,lower_face_resized96,transcript_cleaned_stronger,no y yo en ese momento dije para que pasa porque escuche la palabra americano,no yo era tormento y que para porque nuncia la palabra mercano,0.600000,0.380952
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0028,test,questionable,keep,lower_face_resized96,transcript_cleaned_stronger,nos ayornaron viste no llego todavia que es un delito,pero esta no tengo raro cualquier otros chicos todavia que estuvieran eso,1.100000,0.818182
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0029,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,o no se algo asi y dije estos tipos saben y piensan y se estan burlando de mi,o lo dije algo que tiene que estos cerebros y graban que esperan que se estan burlando en mi,0.666667,0.583333
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0029,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,no te podes o sea no puede pasar eso un 31 de diciembre los encuentro chapando en el boliche con la hija del panadero,despues eso ya no puede pasar eso tratando de siempre los encuentros chapatos el boliche con la dia de paradico,0.583333,0.319149
E4_all_combined,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0030,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,porque soy de estados unidos no y dije les voy a pegar con una noticia,porque es uno de estados unidos o la boca para cargo con la contencia,0.733333,0.464286
E4_all_combined,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0030,test,usable,keep,lower_face_resized96,transcript_cleaned_stronger,mi reaccion fue reirme de los nervios y esconderme en el baño,de mi relacion fue mas de los nervios ya contamen el baño,0.500000,0.320000
