experiment,source_id,clip,split,training_usability,policy_moderate,preprocessing_variant,transcript_variant,reference,hypothesis,wer,cer
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0008,test,usable,keep,current,transcript_cleaned_stronger,bueno vamos a arrancar con esto les queria contar una anecdota muy graciosa en mi vida,no puede vuelvar nada con este la carrera contra en una relacion a muy casi no se la que mi vida,1.000000,0.549296
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0008,test,usable,keep,current,transcript_cleaned_stronger,te escribo porque necesito escupir un veneno que tengo guardado en mi epoca de pueblo,querimos poder hacer dos cumplir un mercado que tengo guardado el mismo la despues,0.733333,0.436620
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0009,test,usable,keep,current,transcript_cleaned_stronger,donde ser argentino o por lo menos mentir y decirles que soy argentino me salvo la vida,entonces entra en el sentido o por lo menos emprender y llegar a eso le digo pasando la vida,0.705882,0.507042
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0009,test,usable,keep,current,transcript_cleaned_stronger,te pido por favor anonimato total porque si esto se filtra me tengo que ir a vivir a la antartida,y te pido por una boca los nimales sociales porque salios en fin de la empation que la divina la tarde,0.850000,0.512821
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0010,test,usable,keep,current,transcript_cleaned_stronger,basicamente una vez hace ponele no se 4 o 5 años,basicamente dije que no una vez casi por el cuatro cinco años,0.909091,0.605263
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0010,test,usable,keep,current,transcript_cleaned_stronger,el tema del pueblo ademas es que siempre todo es un secreto,el tema de poco de mas el que disciplina todos un secretor,0.750000,0.354167
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0011,test,usable,keep,current,transcript_cleaned_stronger,fui a viaje a montreal quebec canada,fui a mostrar que ve ganada,0.714286,0.400000
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0011,test,usable,keep,current,transcript_cleaned_stronger,porque realmente si se filtra cualquier cosa tenes que ir a otro pueblo,porque realmente se esfuerza cualquier cosa que era que era otro pueblo,0.461538,0.220339
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0012,test,usable,keep,current,transcript_cleaned_stronger,donde se habla frances no una ciudad super super linda,donde llegaba a frases no para seguir siendo presuper gente,0.800000,0.577778
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0012,test,usable,keep,current,transcript_cleaned_stronger,contexto soy de un pueblo del interior de la provincia de buenos aires en donde somos aproximadamente 5000 habitantes,yo soy un politico de la provincia de buenos adelantes donde somos aproximadamente llego mil abitantes,0.526316,0.353535
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0013,test,usable,keep,current,transcript_cleaned_stronger,tengo varios amigos que viven en montreal especialmente en montreal  especialmente durante el verano en montreal,el secuperior de miedo de vivir en mostral especialmente con el celeficador bien bien por ti,0.937500,0.572917
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0013,test,usable,keep,current,transcript_cleaned_stronger,yo tenia 15 años y salia con un machote de 19 que trabajaba en la panaderia del pueblo,yo tenia quincer años y tala con un macho te dice jueve y trabajaba la palaria del pueblo,0.500000,0.304348
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0014,test,usable,keep,current,transcript_cleaned_stronger,es espectacular y deberian ir a montreal por favor,se espectacular y deberia mostrar por fobo,0.666667,0.285714
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0014,test,usable,keep,current,transcript_cleaned_stronger,el pibe era el tipico rudo alto peleador boliche,el primer artipico reunio a eso peleador por ella,0.888889,0.400000
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0015,test,usable,keep,current,transcript_cleaned_stronger,bueno les cuento ni bien llegaba al hotel donde me estaba quedando en montreal con mis amigos,juego en el cuento y bien llenaba los teles donde pasaba regaciones moterales los pisamientos,0.882353,0.454545
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0015,test,usable,keep,current,transcript_cleaned_stronger,obviamente esta mal chicos si tenes 15 años y estas con el de 19 se entiende tenes un tratamiento como me la mandan pero bueno se entiende,seguramente esta basio esta receta lo que hace una bacteria de los chicos años de comprar mata pero bueno se tiene,0.814815,0.562500
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0016,test,usable,keep,current,transcript_cleaned_stronger,yo entraba primero mis amigos se quedaron agarraron todas sus valijas y todo,yo lo entraba primero mis amigos llegaron que agarraron todo consultable y vale a sesion,0.692308,0.437500
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0016,test,usable,keep,current,transcript_cleaned_stronger,no voy a empezar a hacer bajada de linea pero bueno si es ilegal ademas que bajada de linea es un delito,no empezas a bajar y a mi bueno si que hacen asi que real la mama que baja la resulta de eso,0.863636,0.566265
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0017,test,usable,keep,current,transcript_cleaned_stronger,mientras yo estaba entrando al hotel para subir al lobby y hacer el checkin y todo,mientras yo entraba entracion en los teles para subir al obre esa richa de listo,0.750000,0.417910
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0017,test,usable,keep,current,transcript_cleaned_stronger,pero digo para que no explote el chat pero bueno que quieren que haga estas cosas pasan,pero no van a comer los potencias pero bueno que la gente cosas pasaron esas personas,0.764706,0.535211
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0018,test,usable,keep,current,transcript_cleaned_stronger,entro al ascensor y entran dos personas mas,todas las tensiones entre dos personas mas,0.625000,0.333333
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0018,test,usable,keep,current,transcript_cleaned_stronger,esto paso en el pueblo viste el pibe era el tipico rudo alto peleador,esto paso en el pueblo mientras el primer semillo reunio al chopa,0.571429,0.464286
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0019,test,usable,keep,current,transcript_cleaned_stronger,dos tipos que se veian como que si fuesen amigos,dos tipos que se venian comunidades dificiles a mi,0.600000,0.410256
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0019,test,usable,keep,current,transcript_cleaned_stronger,peleador boliche al que iba boliche en el que armaba quilombo cuestion que el tipo me vivia metiendo los cuernos con la hija del panadero,claro como ella que vamos a llegar al carbaba que lombo cuestion el tipo medio vidamente todo lo bueno con la liga del panadero,0.680000,0.389381
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0020,test,usable,keep,current,transcript_cleaned_stronger,hablando en frances nada mas no completamente en frances,hablar una frase nada mas completamente francias,0.666667,0.291667
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0020,test,usable,keep,current,transcript_cleaned_stronger,que en ese momento era menor que yo si un horror todo ademas siento que los pueblos,en ese momento en la menos que yo circulo todo a veces lo que lo muerto,0.705882,0.402985
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0021,test,usable,keep,current,transcript_cleaned_stronger,quebecois de quebec y yo ahi tranquilo solito,que me dijua tiene que ver y yo ahi esta aqui todo lindo,1.250000,0.500000
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0021,test,usable,keep,current,transcript_cleaned_stronger,esto capaz estoy estereotipando seguro estoy estereotipando pero siento que los pueblos pasan,yo estoy a veces con el año disperto celulo yo estaba tambien todos los modos en pasa,1.230769,0.617284
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0022,test,usable,keep,current,transcript_cleaned_stronger,no pasaba nada y empece a darme cuenta de que estos pibes estos tipos,no pasaba nada empieza a dar pero a tener que dar esos pibes en todo tiempo,0.785714,0.392857
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0022,test,usable,keep,current,transcript_cleaned_stronger,vieron que antes en la epoca de nuestros abuelos era como comun que,pero que generante ya le ponen los abuelos era como no muy que,0.692308,0.400000
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0023,test,usable,keep,current,transcript_cleaned_stronger,estaban burlando de mi y me estaba dando cuenta de eso,si estaban borrando de mi para pasar viendo cuenta caso,0.727273,0.409091
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0023,test,usable,keep,current,transcript_cleaned_stronger,no se vos le mandas a tu abuela abuelita a que edad conociste al abuelo,nos hablamos tanto a buena buenita arena conocida al abuelo,0.800000,0.385965
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0024,test,usable,keep,current,transcript_cleaned_stronger,dije para un poco se estan burlando de mi,que para un poco concentral se esta buscando para,0.666667,0.606061
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0024,test,usable,keep,current,transcript_cleaned_stronger,y te dicen a los 12 y que edad tenia el abuelo 20,y te dicen a los doce y tenian abuelo mas,0.461538,0.378378
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0025,test,usable,keep,current,transcript_cleaned_stronger,esto no es justo y mientras yo trataba de entender,eso es una exclusion mientras yo estaba trataba de entender,0.500000,0.390244
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0025,test,usable,keep,current,transcript_cleaned_stronger,y a que edad te casaste a los 13 y no se le mueve un pelo viste y te lo cuentan,y argentinas agente a los tres que no se revive un peligro viste tengo con estar,0.666667,0.542373
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0026,test,usable,keep,current,transcript_cleaned_stronger,no entendia nada me veian se reian de mi,no entendia nada beberia para ser regente,0.666667,0.406250
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0026,test,usable,keep,current,transcript_cleaned_stronger,pero vieron que en la epoca de nuestros abuelos era medio asi era como re normal,pero fue claro porque cuando se acuerdo seguir al medio acercar como quiero,0.812500,0.584615
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0027,test,usable,keep,current,transcript_cleaned_stronger,como que uno hizo asi me tocaba,bien uno uno como esto asi me tocaba,0.571429,0.560000
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0027,test,usable,keep,current,transcript_cleaned_stronger,y siento que los pueblos para mi eso quedo como que estar un poquito de,y siento que los pueblos para mi tienen sonidos porque estan un poquito tiempo,0.400000,0.315789
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0028,test,questionable,keep,current,transcript_cleaned_stronger,no y yo en ese momento dije para que pasa porque escuche la palabra americano,no no es tomando que para escuchar la palabra mercano,0.733333,0.428571
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0028,test,questionable,keep,current,transcript_cleaned_stronger,nos ayornaron viste no llego todavia que es un delito,peor de los hechos raros porque los chicos todavia que suben el hecho,1.100000,0.772727
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0029,test,usable,keep,current,transcript_cleaned_stronger,o no se algo asi y dije estos tipos saben y piensan y se estan burlando de mi,o no te gano asi que estos tipos grave que piensan que ya estan buscando en mi,0.555556,0.366667
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0029,test,usable,keep,current,transcript_cleaned_stronger,no te podes o sea no puede pasar eso un 31 de diciembre los encuentro chapando en el boliche con la hija del panadero,despues eso ya no puede pasar eso un tratador de siempre los encuentros chapatos en boliche con la dia del paradigo,0.500000,0.319149
E2_transcript_cleaned_stronger,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0030,test,usable,keep,current,transcript_cleaned_stronger,porque soy de estados unidos no y dije les voy a pegar con una noticia,porque en sus desarrus unidos o la forma peleando o la noticia,0.800000,0.482143
E2_transcript_cleaned_stronger,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0030,test,usable,keep,current,transcript_cleaned_stronger,mi reaccion fue reirme de los nervios y esconderme en el baño,mi relacion fue mas de los rarmedos ya contamen el barrio,0.583333,0.440000
