source_id,clip,original_roi_path,variant_roi_path,variant,shape,dtype,status,reason
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0011,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0011.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0011.npz,lower_face_resized96,136x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0012,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0012.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0012.npz,lower_face_resized96,112x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0013,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0013.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0013.npz,lower_face_resized96,156x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0014,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0014.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0014.npz,lower_face_resized96,110x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0015,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0015.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0015.npz,lower_face_resized96,165x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0016,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0016.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0016.npz,lower_face_resized96,160x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0017,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0017.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0017.npz,lower_face_resized96,140x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0018,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0018.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0018.npz,lower_face_resized96,127x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0019,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0019.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0019.npz,lower_face_resized96,99x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0020,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0020.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0020.npz,lower_face_resized96,119x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0021,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0021.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0021.npz,lower_face_resized96,156x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0022,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0022.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0022.npz,lower_face_resized96,167x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0023,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0023.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0023.npz,lower_face_resized96,118x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0024,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0024.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0024.npz,lower_face_resized96,118x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0025,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0025.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0025.npz,lower_face_resized96,130x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0026,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0026.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0026.npz,lower_face_resized96,152x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0027,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0027.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0027.npz,lower_face_resized96,88x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0028,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0028.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0028.npz,lower_face_resized96,187x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0029,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0029.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0029.npz,lower_face_resized96,198x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0030,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0030.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0030.npz,lower_face_resized96,207x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0031,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0031.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0031.npz,lower_face_resized96,135x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0032,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0032.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0032.npz,lower_face_resized96,155x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0033,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0033.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0033.npz,lower_face_resized96,130x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0034,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0034.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0034.npz,lower_face_resized96,202x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0035,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0035.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0035.npz,lower_face_resized96,121x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0036,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0036.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0036.npz,lower_face_resized96,118x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0037,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0037.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0037.npz,lower_face_resized96,87x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0038,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0038.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0038.npz,lower_face_resized96,104x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0039,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0039.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0039.npz,lower_face_resized96,80x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0040,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0040.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0040.npz,lower_face_resized96,147x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0041,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0041.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0041.npz,lower_face_resized96,117x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0042,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0042.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0042.npz,lower_face_resized96,115x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0043,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0043.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0043.npz,lower_face_resized96,86x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0044,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0044.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0044.npz,lower_face_resized96,192x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0045,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0045.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0045.npz,lower_face_resized96,210x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0046,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0046.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0046.npz,lower_face_resized96,212x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0047,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0047.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0047.npz,lower_face_resized96,106x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0048,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0048.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0048.npz,lower_face_resized96,307x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0049,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0049.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0049.npz,lower_face_resized96,201x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0050,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0050.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0050.npz,lower_face_resized96,93x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0051,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0051.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0051.npz,lower_face_resized96,137x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0052,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0052.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0052.npz,lower_face_resized96,217x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0053,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0053.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0053.npz,lower_face_resized96,281x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0054,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0054.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0054.npz,lower_face_resized96,222x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0055,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0055.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0055.npz,lower_face_resized96,231x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0056,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0056.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0056.npz,lower_face_resized96,158x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0057,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0057.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0057.npz,lower_face_resized96,121x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0058,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0058.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0058.npz,lower_face_resized96,152x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0059,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0059.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0059.npz,lower_face_resized96,144x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0060,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0060.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0060.npz,lower_face_resized96,91x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0061,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0061.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0061.npz,lower_face_resized96,98x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0062,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0062.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0062.npz,lower_face_resized96,112x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0063,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0063.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0063.npz,lower_face_resized96,150x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0064,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0064.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0064.npz,lower_face_resized96,117x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0065,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0065.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0065.npz,lower_face_resized96,117x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0066,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0066.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0066.npz,lower_face_resized96,88x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0067,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0067.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0067.npz,lower_face_resized96,100x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0068,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0068.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0068.npz,lower_face_resized96,125x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0069,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0069.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0069.npz,lower_face_resized96,170x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0070,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0070.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0070.npz,lower_face_resized96,230x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0071,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0071.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0071.npz,lower_face_resized96,110x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0072,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0072.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0072.npz,lower_face_resized96,99x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0073,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0073.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0073.npz,lower_face_resized96,248x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0074,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0074.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0074.npz,lower_face_resized96,100x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0075,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0075.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0075.npz,lower_face_resized96,177x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0076,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0076.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0076.npz,lower_face_resized96,191x96x96,uint8,ok,
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0077,data/processed/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0077.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0077.npz,lower_face_resized96,88x96x96,uint8,ok,
